text,label_text
"In the absence of an objection that appellant was under arrest at the time, and in view of the similar testimony of Officer Hudson during cross-examination that Mrs. Peveto said appellant hit her and appellant said she hit him, which was admitted without objection, no error is shown.","Facts, Conclusion"
"In the case at bar, we feel that the relator carried the burden of overcoming the presumption that the recitals in the judgment were not only true but sufficient to sustain the trial court’s action.","Facts, Analysis"
"In the case cited, the court stated the rule that in prosecutions under the phase of the pandering statute here presented, an indictment which merely follows the language of the statute is insufficient and in order to be sufficient to meet the requirements of definiteness the indictment must aver not only the acts or omissions on the part of the accused showing that he did in fact procure the female to become an inmate of a house of prostitution, but how the same was accomplished.","Facts, Analysis"
"In the face of this record, there is no showing that the arguments complained of resulted in any injury or prejudice to the rights of the appellant.","Facts, Analysis"
"In the motion, he urged that the allegation in the indictment that he did attempt to procure the female for prostitution by “means of offering her money” was insufficient because it did not allege what the offer of money was for or the manner or the means by which the offer was made and was nothing more than a legal conclusion of the pleader.","Facts, Issue"
"In the transaction Young received $34,737.85 worth of mohair and after deducting certain advances which he had made to the company and the difference","Facts, Invalid sentences"
"In this collateral attack, the burden is upon relator to overcome such presumption, and, in the absence of any evidence, this court must accord the judgment of the trial court full dignity and uphold it unless the alleged misconduct would not as a matter of law constitute a contempt, and unless the judgment entered by the trial court is lacking in some essential element, such as being too general in its terms, or too vague and indefinite in its terms to support a valid order or judgment of contempt.","Facts, Analysis"
In this no error is shown.,"Facts, Conclusion"
"In view of the fact that the evidence shows that appellant was seated behind the steering wheel of the automobile shortly after it collided with the bridge and no other occupants were shown to have been in the automobile, the evidence is sufficient to show that appellant was the driver thereof.","Facts, Analysis"
"In view of the witness Horton’s testimony without objection, that after the calf returned to the pasture he saw it sucking its mother, no error is presented.","Facts, Analysis"
"Ironically enough, the one key portion of the trial hearing relative to appeal was not even included in the transcripts which were transmitted from the Superior Court.","Facts, Others"
It cannot be presumed that the legislature intended to undo or repeal an act to which it had but just assigned a valid function.,"Facts, Analysis"
It is a rule of statutory construction that if a proper disposition of the case can be made without considering a constitutional issue the courts will not pass upon the constitutionality of a statute.,"Facts, Analysis"
"It is also true that a trial judge is, in one sense, an interested party in a contempt proceeding.","Facts, Analysis"
"It is contended that the court erred in permitting the state to prove the use of firearms by the appellant during the robbery, on the ground that the state had dismissed that portion of the indictment.","Facts, Issue"
"It is defendant's position that the Court lacks jurisdiction as Government Code §6500.10 prohibits actions against an individual defendant once a claim has been filed pursuant to the Government Claims Act, as was done in this case.","Facts, Issue"
It is the holding of this Court that Government Claims Act procedures are not applicable to suits against Guam Memorial Hospital.,"Facts, Conclusion"
It is the opinion of this Court that §6500.13 was revived by §6 of P.L.,"Facts, Analysis"
It is true that the affidavits were made by interested parties.,"Facts, Analysis"
It necessarily follows that the judgment is too vague and indefinite to support the order of contempt.,"Facts, Conclusion"
law enforcement officials was such as to overbear petitioner's will to resist and bring about [a confession which was not] freely self-determined.,"Facts, Invalid sentences"
Many of the cases cited relate to searches incident to an arrest.,"Facts, Analysis"
Nor do we agree that no error is shown because the record fails to reflect that the statement was not res gestae.,"Facts, Analysis"
"Objection was made that the court, in Paragraph 4, commented on the weight of the evidence.","Facts, Issue"
Officer Wright’s testimony substantially corroborates that of Officer Seale.,"Facts, Analysis"
One complains that the jury was not instructed that there must be resistance upon the part of Mrs. Evans.,"Facts, Issue"
"One of the attendants stated that appellant told him that he and Jerry “had been with the girl”, and they both testified that when they suggested she be taken to a hospital, after their efforts to revive her had proved","Facts, Invalid sentences"
"Rather, it provides that judgment or settlement of a government claims action bars further action against the employee (6500.20).","Facts, Analysis"
Resolution of this motion requires examination of the claim filed.,"Facts, Analysis"
"Reversible error may not be predicated upon admission of the testimony showing appellant’s arrest upon a warrant issued in a peace bond proceeding over the objection that it was an extraneous matter, in view of the admission of similar testimony in the record without such an objection.","Facts, Analysis"
"S. W. Coplin testified that on Saturday, April 22, a railway freight car was placed beside his business containing sacks of potatoes which he opened, inspected, and accepted; that the car contained 100 lb.","Facts, Invalid sentences"
"sacks of No. 1 Grade, Everbest Brand of Russet potatoes of the market value of $6.65 per sack.","Facts, Invalid sentences"
"Second, we must determine whether or not the court should have provided for a mortgage in favor of the defendants so that their right to secure payments due them under the settlement agreement would be protected.","Facts, Issue"
Several claims for reversal relate to the court’s charge.,"Facts, Others"
She stated that appellant kissed her two or three,"Facts, Invalid sentences"
"She stated that they left her place of employment in a convertible automobile and drove to another address in Houston, where they were joined by one Regina Landig and, as they were driving away, appellant, whom she did not know, jumped in the front seat, pushed Honey Bee over on her, took the wheel, and, in spite of her pleas to be returned to her place of employment,","Facts, Invalid sentences"
"Since the facts are substantially the same, we shall here pretermit a detailed discussion and adopt the facts as detailed in Bridges, supra, in the interest of brevity and to portray the entire testimony.","Facts, Analysis"
Such is not the situation in the instant case where the search was with appellant’s consent.,"Facts, Analysis"
"Testifying in his own behalf, the appellant stated that because of cars already parked at the curb he parked his car a short distance from the curb, entered the lounge, drank a few beers","Facts, Invalid sentences"
That covers the law suit and that takes care of that.,"Facts, Conclusion"
That question is not before the Court.,"Facts, Analysis"
That section expressly states that the Government Claims Fund will not be used to pay for claims against GMH.,"Facts, Rule/Law/Holding"
That the minor is hereby ordered to remain in the Agana Lockup pending the next hearing in this matter.,"Facts, Conclusion"
The admonition to tell the truth is not the type of inducement which would require a rejection of a confession.,"Facts, Analysis"
"The affidávit of Milton C. Kitchens, defendant in the cause, has also been filed in this court in which he swears that he left","Facts, Invalid sentences"
The amended statute was in effect on the date the indictment alleged the second conviction was had.,"Facts, Analysis"
The appellant complains of the testimony of Mrs. Box during her cross-examination as to the identity of the two men that came into the store.,"Facts, Issue"
The bill complains that the court overruled appellant’s objection to the answer of the witness and his motion that the entire testimony of the witness with reference to the control of the premises on the day of the search be stricken.,"Facts, Issue"
"The bills have, however, been examined and we have observed no error which would call for reversal.","Facts, Conclusion"
"The claimant is not required to list his theories of recovery, but rather the facts which lead to liability.","Facts, Analysis"
"The complaint must be considered in light of the fact that the witness had testified that he was not friendly with appellant and carried no good feeling or will toward him “not a bit in this world”, and that appellant had asked the witness if it was not a fact that he was mad at the appellant because he had brought a law suit against him for false arrest, to which the witness replied that appellant had not sued him for false arrest.","Facts, Analysis"
The Court first will examine this claim as regards the first and third causes of action.,"Facts, Others"
"The court in his charge followed the terms of Article 1177a, supra, and the indictment, and we find no merit in appellant’s contention that the court erred in failing to give his requested charges.","Facts, Conclusion"
The Court is not deciding whether or not the Government may constitutionally require commercial signs to be translated into English or Chamorro.,"Facts, Analysis"
The Court is of the opinion that he foregoing Order involves a controlling issue of law as to which there is a substantial ground for difference of opinion and that an immediate appeal from the Order may materially advance the ultimate termination of the litigation.,"Facts, Analysis"
"The Court notes that defendant's proper and least problematic method to obtain his appeal is by way of writ of habeas corpus in the District Court, or in this Court.","Facts, Analysis"
The Court notes that such a claim may often be prepared by a lay person of limited education.,"Facts, Analysis"
"The court submitted to the jury the question as to whether appellant, after being duly warned, voluntarily and freely made and signed the written confession introduced in evidence by the state.","Facts, Issue"
The court sustained appellant’s objection to the statement of the witness and instructed the jury not to consider it for any purpose.,"Facts, Conclusion"
"The court’s charge was full and complete and included an instruction on murder without malice, the right of self-defense, and adequately protected all of the rights of the appellant.","Facts, Analysis"
"The court’s ruling on appellant’s objections to the charge is not before us for review, exception above the judge’s signature being required.","Facts, Analysis"
The District Court sees no reason why it should make a de novo decision on matters which were not fully briefed and presented before the Superior Court of Guam.,"Facts, Analysis"
"The election would have to be made before the filing of claim, let alone a law suit.","Facts, Analysis"
The evidence is found sufficient to sustain the conviction.,"Facts, Conclusion"
The fact that appellant was under arrest when he gave the consent did not vitiate the same.,"Facts, Analysis"
The fact that appellant was under arrest when he made an oral statement at the scene of the accident would not alone render such statement inadmissible.,"Facts, Analysis"
The final motion to be disposed of is a summary judgment motion on the second cause of action.,"Facts, Issue"
"The formal bill of exception which appears in the transcript sets forth two portions of the prosecutor’s argument, but nowhere therein is it shown that an objection was made thereto.","Facts, Analysis"
The Government consents to be sued only as provided in the Act. It can not be easily construed in the absence of express language that the adoption of §680.1 of the Code of Civil Procedure necessarily implied a repeal of §6500.15 of the Government Code.,"Facts, Analysis"
The government has all the tools of any civil suit to refine the plaintiff's theory before trial.,"Facts, Analysis"
The informal bills in the statement of facts have been examined and do not reflect error.,"Facts, Analysis"
The informal bills of exception shown in the statement of facts have been examined and are overruled.,"Facts, Conclusion"
The jury accepted the State’s theory of the case and rejected that of appellant and we find the evidence sufficient to sustain their verdict.,"Facts, Conclusion"
The jury are the exclusive judges of the facts proved and the credibility of the witnesses and the weight to be given to the testimony.,"Facts, Analysis"
The legislature determined that a similar rationale did not exist for intentional wrong doing by government employees.,"Facts, Analysis"
The legislature has made the determination that it will make it possible to proceed against the territory rather than the employee on negligence claims.,"Facts, Analysis"
"The merits as to the actual rights and obligation between the buyers and sellers are not subject of this appeal; the only issue before us is whether the January 8, 1979 Order of the Superior Court purporting to enforce a settlement agreement made to the court by the parties during trial was error.","Facts, Analysis"
"The notice of claim is not a pleading, neither is it a trap for the unwary.","Facts, Analysis"
"The objections to the arguments set forth in these three bills were in substance that they were not supported by the evidence, were inflammatory and prejudicial, and were personal invective statements addressed to the attorneys for the defense which were calculated to injure the rights of the appellant.","Facts, Issue"
The only dispute on any material issue was whether the appellant was driving his automobile at the time and place in question.,"Facts, Issue"
The plaintiffs have argued that as an appellate court we should not disturb the express findings of the trial court unless they are clearly erroneous.,"Facts, Issue"
"The public interests being an ""...increased awareness of the content or message contained in signs used by island businesses for advertising purposes by the English and Chamorro speaking population for the purpose of greater patronizing of such places of business, and the strengthening of the island economy by capturing the attention of English speaking tourists and the predominantly English and Chamorro consumer on Guam.""","Facts, Analysis"
The question of whether or not Farris’ statement to Griffin was heard by the appellant would be a question of fact to be decided by the jury.,"Facts, Analysis"
"The recital of the judgment is to the effect that relator perpetrated a fraud upon the court by requesting the recess, and the presumption is that such recital is true.","Facts, Issue"
The refusal to grant appellants permission to cross-examine the prosecutrix and the two witnesses as requested deprived them of a valuable right which was prejudicial and calls for a reversal.,"Facts, Conclusion"
The remaining complaint relates to alleged jury misconduct.,"Facts, Issue"
The second claim that this Court lacks jurisdiction regards counts one and two of the fourth and fifth causes of action.,"Facts, Issue"
"The several hundred page glut which made up the record in this case was totally unnecessary; based on the one issue on appeal, a record several pages long was all that was required.","Facts, Others"
"The sole question presented for review is the alleged failure of the State to prove the unnecessary allegation in the information that the sale was made “on the premises of 5th and Fillmore Street, City of Amarillo”.","Facts, Issue"
The state relied upon circumstantial evidence.,"Facts, Issue"
The statement was a reasonable comment on the evidence and does not present error.,"Facts, Conclusion"
The testimony complained of was not improper as forcing the appellant to give evidence against himself.,"Facts, Conclusion"
"The testimony of Officer Stone as to the manner in which appellant was driving the pickup upon the public highway and that he had been drinking and was “too tight” to be driving was sufficient to authorize his arrest without a warrant, under the provisions of Art. 803, V.A.P.C.","Facts, Analysis"
The testmony of Officer Fredrich is substantially the same as that of Officer Maddox.,"Facts, Analysis"
The transcript indicated that originally §49003(g) describing powers of Guam Memorial Hospital Authority read:,"Facts, Others"
The trial court erred in sustaining the state’s objection and in excluding the proffered testimony.,"Facts, Analysis"
"The trial court was, in this case, the trier of facts as well as law.","Facts, Analysis"
"the witness answered “Yes, sir; because in my opinion he is a bootlegger and I don’t have no use for him.”","Facts, Invalid sentences"
"There is no statement of facts on a hearing, and we cannot accept the allegations in the motion as proof of such fact.","Facts, Analysis"
"There was ample evidence from other sources sufficient to sustain a finding that appellant was in control of the premises,","Facts, Invalid sentences"
There was no error in admitting the testimony.,"Facts, Conclusion"
"There, we said: “* * * merely because a lesser offense is included within the proof of a greater offense, a charge on the lesser","Facts, Analysis"
These questions are not properly before this Court,"Facts, Analysis"
These transactions were clearly admissible as an exception to the general rule relating to extraneous offenses.,"Facts, Analysis"
"This is a matter brought before the District Court pursuant to §1084 to §1097 of the Guam Code of Civil Procedure, dealing with Writs of Prohibition.","Facts, Others"
This objection was too indefinite.,"Facts, Analysis"
This order was in direct contradiction to the representation,"Facts, Invalid sentences"
This reading of §6500.10 reaches an absurd result.,"Facts, Analysis"
"This whole matter concerns several very important issues of separation of power as delineated in the Organic Act of Guam, 48 U.S.C. §1421, et seq., and contained in the common law.","Facts, Analysis"
"Though the Government has so far restricted itself to ""the shopowners and business affected by the legislation"", this is of little comfort.","Facts, Analysis"
Thus employees are freed to some extent from concern about individual liability which make them overly cautious about their actions being found negligent and adversely affect their function as employees.,"Facts, Analysis"
"Thus the act would provide absolute protection for an intentional tort-feasor, while providing a recovery against no one, and would indemnify a negligent tort-feasor to the extent of $100,000.","Facts, Analysis"
"Under the record, we find no error in the admission of such evidence.","Facts, Conclusion"
We are aware of no authority supporting this claim of error and are cited to none.,"Facts, Analysis"
We are unable to agree that the language used by the prosecutor was a reference to appellant’s failure to testify.,"Facts, Analysis"
"We are unable to agree with the State that no reversible error is presented because at the time appellant objected to the testimony it was not shown that he was under arrest when the statement was made and when it was later shown that he was under arrest, appellant did not move the court to withdraw the testimony.","Facts, Analysis"
We commend counsel for the orderly manner in which these cases are cited in her brief.,"Facts, Others"
"We find no error in admitting the letter in evidence, as the quoted phrases set out in the information were exactly as contained in the letter.","Facts, Conclusion"
"We find no error in the instruction given by the court that would warrant a reversal under the provisions of Art. 666, V.A.C.C.P.","Facts, Analysis"
We have carefully reviewed both of these cases.,"Facts, Others"
"We held that the answer was in response to the question, probably invited, and in explanation of his attitude toward accused.","Facts, Analysis"
"We observe that appellant was shown to have taken off his trousers before getting on top of prosecutrix, and the witness did not know whether or not he also removed his underclothes.","Facts, Analysis"
We overrule appellant’s remaining contention that the evidence is insufficient to support the conviction because his oral confession to Officer Geffert was not corroborated.,"Facts, Conclusion"
"We think it incumbent upon us to accord verity to the two affidavits, in the absence of any showing of facts in the judgment of the trial court.","Facts, Analysis"
"While standing close to the back of her car with John Farris, the deceased, Mrs. Jackson “heard something go like a firecracker” and saw the deceased","Facts, Invalid sentences"
"While these bills set out the language of which the appellant complains, they are but isolated, one sentence statements, and do not show in what context they were used.","Facts, Analysis"
"With appellant’s contention, we do not agree.","Facts, Analysis"
With such contention we do not agree.,"Facts, Analysis"
With the exception of appellant’s intent each essential element of the offense was proven by direct evidence.,"Facts, Analysis"
"Appellant admitted having the transaction with the prosecuting witness, Gee, relative to his sale of the mohair to the company and testified that in the transaction the company purchased the mohair from Gee at a price of $1.10 and denied that the mohair was delivered to the company upon consignment.","Issue, Facts"
Appellant complains of the court’s action in overruling his motion to quash the information on the ground that it did not charge an offense because the language contained in the letter,"Issue, Invalid sentences"
"Appellant did not testify or offer any evidence in his own behalf, and his sole contention on appeal is that the evidence is insufficient to prove ownership or the right of possession of the property taken in any person.","Issue, Facts"
"Appellant filed a plea of former jeopardy to paragraphs No. 2 and No. 3 of the indictment and alleged as grounds therefor that he had been put to trial on May 1, 1961, in the same court in an entirely different burglary case in which the same two prior convictions were alleged in the indictment and after the jury had failed to agree in the case they were discharged by the court without appellant’s consent and before they had been kept together for such time as to render it altogether improbable that they could agree.","Issue, Facts"
Appellant testified and denied any connection with the robbery.,"Issue, Facts"
Appellant’s complaint is that the statute both before and after its amendment did not require that the entry be made without the consent of the person in charge of such vehicle.,"Issue, Facts"
Appellant’s first four claims for reversal relate to the testimony of Police Officer Johnnie Perdue and are presented as informal bills of exception 1 to 4 inclusive.,"Issue, Facts"
"As a witness in his own behalf, appellant admitted having had a few beers prior to his arrest but stated that he thought he was sober.","Issue, Facts"
"At this juncture, appellant sought to cross-examine counsel for the State on the grounds that the asking of the above question constituted an assertion of fact.","Issue, Facts"
Careful consideration has been given as to whether §17402 is more inclusive or more burdensome than necessary to further legitimate government purposes.,"Issue, Analysis"
"Defendant argues that it is impossible to reconcile plaintiff's position with the language of §6500.19 which mentions ""claims against"" GMH.","Issue, Facts"
Does this violate his freedom of expression?,"Issue, Others"
He denied that he was speeding; that he did not know why the officer stopped him.,"Issue, Facts"
He denied that they threw the pistols out of his car or that he ever owned either of them.,"Issue, Facts"
"He further denied having ever worn a hat, particularly the “Jelly-Bean” type, and related that he had only gone to Mendenhall’s apartment, where he was arrested, to pick up two suitcases which Mendenhall had borrowed from him.","Issue, Facts"
He stated that the officers had not accurately transcribed what he had told them and that he signed the confession without reading it.,"Issue, Facts"
"In submitting the issue of appellant’s guilt to the jury, the court charged the jury on the appellant’s right of self defense against real or apparent danger of death or serious bodily injury from an unlawful attack by the deceased.","Issue, Facts"
"It is unnecessarily restrictive and beyond a ""reasonable"" relationship to include all ""permitted signs"" in an effort to specifically regulate ""advertising signs"".","Issue, Analysis"
It was his testimony that he was not drunk but that “four of us had a highball out of this pint.”,"Issue, Facts"
"M. Abramson, the owner of a salvage company, testified that on February 28, 1961, seven grease traps were taken from his possession without his permission or consent.","Issue, Facts"
"On July 16, 1980 Defendants moved the Court for a Judgment on the Pleadings asserting inter alia that §17402 is unconstitutional because the wording is vague and could lend itself to Overbroad interpretation.","Issue, Facts"
Other contentions urged by appellant have been considered and do not present reversible error.,"Issue, Conclusion"
"She testified that at the time the officers entered the apartment the appellant was asleep, and it was she who reached for the vial on the headboard of the bed; that the vial did not belong to the appellant, and he did not know it was there.","Issue, Facts"
"Testifying in his own behalf, the appellant denied that he was intoxicated and stated that his physical appearance was due to his diabetic condition.","Issue, Facts"
"The basis of this motion is that this cause of action for negligent hiring, training and supervision of the defendant employees is not within the scope of the claim filed by plaintiff, and thus barred.","Issue, Analysis"
"The claim is for ""all injuries proximately caused by the negligence... of the Government of Guam, its officers and employees, for injuries arising out of the wrongful arrest and wrongful imprisonment of claimant.. .said wrongful arrest and wrongful imprisonment having occurred on May 1, 1976, and May 2, 1976.""","Issue, Analysis"
The issue of intoxication was sharply contested.,"Issue, Others"
"The question is whether the claim is too broad, rather than too narrow as in Kauss.","Issue, Analysis"
"The State assured the court that no property taken from the possession of appellant would be offered in evidence, and the motion was by the court overruled.","Issue, Facts"
"The Territory's arguments to the contrary, the Court could vacate and resentence defendant under its broad powers pursuant to §1.07(c) of the Criminal Procedure Code.","Issue, Rule/Law/Holding"
"They testified that appellant, who was in the automobile alone, smelled like he had beer on his breath, that he was “wobbly” after he got out of the automobile and spoke in a thick tongued manner, slurring his words, and expressed the opinion that he was intoxicated.","Issue, Facts"
