label,text,label_id,label_text
103,"“You are further instructed that if you believe, or have a reasonable doubt, that such deceased Clyde Watson was on the occasion in question armed with a gun, and was attempting to murder or inflict serious bodily injury upon the defendant, it will be presumed that the deceased designed to inflict such injury upon the defendant.”",1,Facts
103,"After appellant’s arrest, Officer Chavez searched him in the narcotics office of the Houston Police Department.",1,Facts
103,"After both the state and the defendant had announced ready for trial and a jury was selected, the relator, at 11:40 A.M., requested the court to give him time to confer with state’s counsel relative to a possible plea of guilty in the cause, prior to the defendant entering a plea at that time.",1,Facts
103,"After continuing to drive, Agent Sherman — upon appellant’s instructions — stopped the car and “honked” the horn.",1,Facts
103,"After delivering the capsules, appellant, the informer, and Helen Jackson proceeded to take a “fix” with some of the capsules, by an injection into their arms with an eye dropper and syringe.",1,Facts
103,"After entering the apartment, they went to the bedroom where they saw the appellant and a female, Mabel Elizabeth Wells.",1,Facts
103,"After leaving the place where they had been parked, the three proceeded to a cafe where he and appellant attempted to revive her with coffee and where he saw appellant with a cloth in his hands and his pants open in front.",1,Facts
103,"After listening to their story, which was described to him as an emergency, McBirnie went to the warehouse and secured two 1000x22 Richmond truck tires of the market value of $105.11 each, and one Mohawk tube of the value of $7.91 and proceeded to sell and deliver them to appellant and his companions.",1,Facts
103,"After receiving the information, they proceeded to Harlingen, traveling in different automobiles where they contacted certain city officers.",1,Facts
103,"After stopping appellant, he observed that he had been drinking, and saw some truck tires, a jack-hammer, and some lubricating oil in the pickup.",1,Facts
103,"After such testimony was elicited from the witness over appellant’s objection, similar testimony was later elicited from other witnesses by the state, without objection from appellant, and appellant also brought out similar evidence in his cross-examination of other witnesses.",1,Facts
103,"After telling the attendant they had a cattle truck out on the road with some “flats” and they needed two tires, the prosecuting witness, William A. McBirnie, and assistant manager of the station, was called and came to the station.",1,Facts
103,"After the credit card invoice was signed, appellant and his companions left the station with the tires and tube.",1,Facts
103,"After the indictment had been returned against the appellant in this cause, he and his counsel appeared in said court and appellant filed his application for a change of venue.",1,Facts
103,"After the State and the appellants had rested their cases in chief, the State called two reputation witnesses in rebuttal.",1,Facts
103,"After the three read the letter, the police were called.",1,Facts
103,After their arrest the two tires and tube Obtained from the injured party were recovered from the house by the officers.,1,Facts
103,"After this, appellant asked him if he would like to get in the back seat and take his place, which he did, had an act of intercourse with prosecutrix, and was followed by appellant who got on top of her again.",1,Facts
103,"Agent Sherman then gave $30 to the informer, who returned to where the couple were seated and handed the money to appellant’s companion, Helen Jackson.",1,Facts
103,Agent Sherman then proceeded to drive to various places in the city upon the instructions of appellant and his companion.,1,Facts
103,Almost immediately a brown pickup driven by the appellant drove up beside Mrs. Jackson’s car.,1,Facts
103,"Also, the language of the charge pointed out in the brief does not constitute such a comment.",1,Facts
103,Among the property missing was a .38 caliber pistol described as a “thumbuster” which was introduced in evidence at the trial as State’s Exhibit 1.,1,Facts
103,An accomplice related the facts of the taking of the grease traps and their sale to the Iron Works Company.,1,Facts
103,"An affidavit by one of the members of the jury accompanies the motion, but said affidavit fails to mention the discussion pertaining to the film.",1,Facts
103,An examination of the record reflects that when appellant objected to the testimony the evidence did show that he was under arrest when such statement was made.,1,Facts
103,"an indictment charging the offense of robbery by assault, and his punishment assessed at confinement in the penitentiary for two years.",1,Facts
103,"An initial hearing was had on this matter on December 17, 1979, with proceedings continued until December 27, 1979 so that the parties could have additional time to brief the issues presented.",1,Facts
103,An old shot gun containing a cartridge which had been snapped was standing against a tree in the yard and inside the house was a .22 rifle by the door.,1,Facts
103,And I believe you said you were driving down the highway somewhere and Tommy Bush asked Honey Bee to hand your money back up in the front seat?,1,Facts
103,"and said he wanted to make a telephone call; that he made advances toward her and she scratched his face and screamed until he prevented her from doing so by putting his hand over her mouth; that after she fell or was pushed onto the floor of her bedroom, appellant attempted to have sexual relations with her, and did soon thereafter accomplish his purpose on the bed.",1,Facts
103,and when she asked what kind of work appellant stated: “You can come out there and sell * * * and get my money back”; “You can make a lot of money at it”; “We can * * * make a lot of money * * * .”,1,Facts
103,Andrus got out of the deceased’s car when he heard the first shot and ran to the deceased who told Andrus that he had been shot and asked Andrus to get him to a doctor.,1,Facts
103,Appellant adduced further testimony showing that nothing unusual transpired in the bicycle shop between him and the young complaining witness.,1,Facts
103,"Appellant admitted having the transaction with the prosecuting witness, Gee, relative to his sale of the mohair to the company and testified that in the transaction the company purchased the mohair from Gee at a price of $1.10 and denied that the mohair was delivered to the company upon consignment.",1,Facts
103,Appellant also admitted the transaction with Young in which the 3693 pounds of mohair was delivered to Young in fulfilling the contracts.,1,Facts
103,Appellant also stated that he was a private detective and would do all he could to find her.,1,Facts
103,Appellant and Mendenhall were subsequently identified in a police line-up by Jackson as the two men who robbed him.,1,Facts
103,Appellant called the county surveyor and proved by him that the metes and bounds set forth in the Commissioners Court minutes creating Precinct Number One would not close.,1,Facts
103,"Appellant called two witnesses with whom he had worked for a short period of time, who testified as to his reputation, and appellant testified that he did not pass the check in question but was at the time fixed by Mr. Ray in either Cisco or Eastland, Texas, having his automobile repaired.",1,Facts
103,Appellant did not testify and offered no evidence in her own behalf.,1,Facts
103,Appellant did not testify but called a man and his wife who lived near the deceased who testified that on the night of the shooting they heard two gun shots which appeared to come from the direction of the deceased’s home.,1,Facts
103,"Appellant did not testify but called his father, his sister and his former sister-in-law, who testified that on the night charged in the indictment they had all engaged in an all night poker game in which appellant had been a participant.",1,Facts
103,"Appellant did not testify in his own behalf but called one Avelia Rangel who stated that she was present at the time and place mentioned in Lozano’s testimony, that Lozano had bought and consumed some beer but that appellant was not present on such occasion.",1,Facts
103,"Appellant did not testify in his own behalf, but offered evidence that one Raymond Gonzales was in jail on charges in nine forgery cases.",1,Facts
103,Appellant did not testify or call any witnesses in his behalf.,1,Facts
103,"Appellant did not testify or call any witnesses in his own behalf, and there was no evidence which would show that, if guilty, he would be guilty",1,Facts
103,Appellant did not testify or offer any evidence in his behalf.,1,Facts
103,"Appellant did not testify or offer any evidence in his own behalf, and his sole contention on appeal is that the evidence is insufficient to prove ownership or the right of possession of the property taken in any person.",1,Facts
103,Appellant did not testify or offer any evidence.,1,Facts
103,Appellant did not testify or offer evidence in his behalf.,1,Facts
103,"Appellant did not testify, but called Earl Sony who testified that on the Sunday in question he and appellant went to Galveston early in the morning and returned around 5 or 5:30 P.M.",1,Facts
103,"Appellant filed a plea of former jeopardy to paragraphs No. 2 and No. 3 of the indictment and alleged as grounds therefor that he had been put to trial on May 1, 1961, in the same court in an entirely different burglary case in which the same two prior convictions were alleged in the indictment and after the jury had failed to agree in the case they were discharged by the court without appellant’s consent and before they had been kept together for such time as to render it altogether improbable that they could agree.",1,Facts
103,"Appellant filed four formal bills of exception, all of which were qualified by the court and none of which reflect error.",1,Facts
103,"Appellant has duly filed his second motion for rehearing, sup-' ported by a supplemental transcript in which appear a notice of appeal and a recognizance bond.",1,Facts
103,"Appellant has filed a brief in his own behalf, asserting several “points of appeal”, none of which have support in the record.",1,Facts
103,Appellant made a request upon the prosecutor to furnish such statement to him for the purpose of cross-examination and possible impeachment of the witness.,1,Facts
103,"Appellant made no' admission that he wore the shoes, or.that he committed the burglary.",1,Facts
103,Appellant made no objection to the instruction given by the court.,1,Facts
103,Appellant offered no evidence and no brief has been filed in his behalf.,1,Facts
103,Appellant predicates this appeal upon two formal bills of exception and several informal bills of exception.,1,Facts
103,Appellant presents six formal bills of exception complaining of the closing argument of the County Attorney to the jury.,1,Facts
103,Appellant reserved exception to the court’s overruling of his motion for mistrial.,1,Facts
103,"Appellant said: “Come here a minute,” the witness related; that she started not to but that appellant said: “Come on, I won’t hurt you,” so she went over to the chair where appellant was sitting.",1,Facts
103,"Appellant stands charged by indictment of rape by force, and brings this appeal from an order of the district judge refusing to grant him bail.",1,Facts
103,"Appellant stated that the first shot struck the animal in the gut and after it jumped the fence he fired the second shot, which killed the deer.",1,Facts
103,Appellant stated to Johnson that he shot the deceased as he was standing in front of his house and after firing the shot he threw the rifle in a stock tank nearby.,1,Facts
103,Appellant swore that he never carried his rifle outside the 10-acre tract but left it at the stand before crossing the fence into the large tract.,1,Facts
103,"Appellant takes us to task for not mentioning, in our original opinion, his contention that the trial judge committed re",1,Facts
103,Appellant testified and denied any connection with the robbery.,1,Facts
103,Appellant testified as a witness in his own behalf.,1,Facts
103,"Appellant testified that he put his arm around the waist of the prosecutrix as she stood at her bedroom door; that she screamed, put her hand on his face and scratched him; that she fell on the floor of the bedroom; it scared him when she screamed and he put his hand over her mouth as she started to fall so she wouldn’t scream, and she quit.",1,Facts
103,"Appellant then directed Agent Sherman to drive to a “cool” place, by which he meant a secluded place.",1,Facts
103,Appellant then said he wanted to kiss her.,1,Facts
103,"Appellant then told Kitchen that he had been to the deceased’s house, that they had an argument about a pickup and {that he would have to get a Mr. Ben Lee to go to the deceased’s house and get his pickup.",1,Facts
103,Appellant was arrested some two months later by the police who had been looking for him.,1,Facts
103,"Appellant was convicted in the District Court of Brazos County, after a change of venue from Leon County, for the offense of murder and his punishment assessed at confinement in the penitentiary for forty years.",1,Facts
103,"Appellant was convicted in Wilbarger County, after a change of venue from Hardeman County, for the offense of cattle theft; the punishment, two years.",1,Facts
103,Appellant was convicted of hunting upon the enclosed lands of another and his punishment was assessed at a fine of $50.,1,Facts
103,"Appellant was convicted, upon his plea of guilty, of the offense of robbery, and his punishment was assessed by a jury at confinement in the penitentiary for a term of 40 years.",1,Facts
103,Appellant was stopped and arrested by two city of Dallas police officers after they had observed the automobile he was driving weaving on a public street and drive across a parking lot near the street corner.,1,Facts
103,Appellant was thereafter in custody of the officer for an hour at the scene of the collision.,1,Facts
103,"Appellant, after making a telephone call, stated that he could not get the price at that time.",1,Facts
103,"Appellant, as a witness in his own behalf, testified that he had been president of the L. Schwartz Company since 1952 and in such capacity had over-all control and management of the company.",1,Facts
103,"Appellant, testifying as a witness in his own behalf, admitted his relationship with the youth and stated that this was his first act of sexual deviation.",1,Facts
103,"Appellant, testifying in his own behalf, admitted lying on top of prosecutrix in the back seat of the automobile while she was undressed and endeavoring to have an act of intercourse with her, but denied that he ever had an erection or that he penetrated her sexual organ, though he admitted that he placed his privates against her private parts and attempted to effect entry.",1,Facts
103,"Appellant, testifying in his own behalf, admitted making thé statement but said it was not true and that he had never had sexual relations with his daughter.",1,Facts
103,"Appellant, testifying in his own behalf, stated that at the time in question he worked for the Highway Department and owned a beer tavern; that he had been in Three Rivers where his tavern was located during the day preceding his arrest, admitted having drunk three or four beers during the course of the afternoon but denied that he was intoxicated.",1,Facts
103,"Appellant, testifying in his own behalf, stated that he had worked inside painting an apartment house all day using shellac mixed with pure grain alcohol, that he had absorbed the fumes therefrom which caused him to walk unsteadily and smell as if he had been drinking, but that he consumed no alcoholic spirits and was not intoxicated.",1,Facts
103,"Appellant, testifying in his own behalf, stated that he shot Garza because he had a knife in his hand “and I thought he was going to cut me” and because he believed his life and that of his brother were in danger.",1,Facts
103,"Appellant, testifying in his own behalf, stated that he was in Olney on the day in question attending his wife who was a patient in the hospital; that Fields, whom he had known for some time, came to the hospital and asked that he accompany him to the filling station and vouch for him; that he did so and “stood good for Jerry Fields gasoline”.",1,Facts
103,"Appellant, the father of the 14 year old girl named in the indictment, made a statement which was reduced to writing and was introduced in evidence at the trial as a voluntary confession.",1,Facts
103,"Appellant’s brother and another witness corroborated his testimony, but no witness testified to any overt act on the part of Garza.",1,Facts
103,Appellant’s complaint is that the statute both before and after its amendment did not require that the entry be made without the consent of the person in charge of such vehicle.,1,Facts
103,"Appellant’s confession, introduced in evidence without objection, recites the full events of the evening, including the statement “* * * I got on top of her (prosecutrix) and had intercourse with her for about 15 or 20 minutes but did not reach a climax.”",1,Facts
103,Appellant’s counsel filed a brief in which fifty-three cases are cited us in support of appellant’s position.,1,Facts
103,"Appellant’s counsel had asked the witness to tell the jury how he knew that the persons referred to in the preceding bill were working for appellant, and the answer is shown to have been in response to such question.",1,Facts
103,Appellant’s first four claims for reversal relate to the testimony of Police Officer Johnnie Perdue and are presented as informal bills of exception 1 to 4 inclusive.,1,Facts
103,Appellant’s identity as being the same person who had been previously convicted of the offense of burglary in Cause No. 9042 in Criminal District Court No. 4 of Harris County was established.,1,Facts
103,"Appellant’s mother and grandmother both testified that they had never seen appellant wearing a hat, and that prior to June 19 Mendenhall had come to their house, where appellant lived, to borrow the suitcases.",1,Facts
103,Appellant’s oral statement and the shoes were admitted in,1,Facts
103,Appellant’s oral statement that he owned such a pair of shoes was made while he was in jail.,1,Facts
103,Appellant’s remaining claims of error relate to the court’s refusal to give special requested charges.,1,Facts
103,Appellant’s remaining informal bill he relies on in his brief complains of the overruling of his objection to the answer of Officer Rogers: “He attempted to leave after that.”,1,Facts
103,Appellant’s voluntary statement made to Officer Campbell after his arrest was introduced in evidence by the state.,1,Facts
103,"Appellant’s voluntary written statement, made to Officer M.",1,Facts
103,"Appellant’s written statement recites that he and Willie Barnett took a young calf of Horton’s out of a pasture, put it in his car and took it to a barn on a farm; that Dale and Willie told him the calf had ear marks and Dale put his ear marks on the calf.",1,Facts
103,Application was made to this court by relator for the writ of habeas corpus.,1,Facts
103,"As a result of the conversation, Glenda went to a drugstore and met the appellant, whom she had never seen before.",1,Facts
103,"As a witness in his own behalf, appellant admitted having had a few beers prior to his arrest but stated that he thought he was sober.",1,Facts
103,"As a witness in his own behalf, appellant denied any knowledge of the presence of the marijuana in his automobile, repudiated his written confession, and testified that he signed the same under an agreement with the officers that it was a consent for the search of his residence without a search warrant.",1,Facts
103,"As has been stated, appellant was not a tenant and the apartment house belonged to the prosecutrix who authorized the search.",1,Facts
103,"As soon as such fact was brought home to the trial court, he withdrew such testimony from the jury’s consideration.",1,Facts
103,"As they were leaving they helped push and start a car driven by Mrs. Ruth Jackson, who had been working at the Electronic Lounge that evening.",1,Facts
103,"Aside from the confession of the appellant we find no evidence that he or any other person had sexual intercourse with the 14 year old girl at the time or the place described in the appellant’s confession or “on or about” the date alleged in the indictment, or at any other time within the period of limitation which is one year prior to the return of the indictment.",1,Facts
103,"At most, the State proved that the 18 accuseds, some white and some colored, at least one of whom had in his possession a railway ticket entitling him to travel to the State of California, presented themselves at the Union Station restaurant in Houston, which would seat ninety-four patrons and was only partially filled and which was located from four railroads engaged in interstate commerce and located in the Union Terminal building, with the only entrances opening into the terminal, and seated themselves at the counter and in booths.",1,Facts
103,At such time the .22 rifle containing one fired cartridge was recovered from the tank.,1,Facts
103,At such time the company was having difficulty in fulfilling the contracts and the price of mohair was higher than in the fall of 1959.,1,Facts
103,"At such time, a companion by the name of James Carr was riding with appellant.",1,Facts
103,"At the beginning of the trial, the State, by written motion, requested the trial judge to instruct the attorneys for each of the appellants “not to inquire of the prosecutrix herein as to whether or not she is a virgin, on cross-examination, or otherwise, in the presence of the jury panel on voir dire or in the presence of the jury selected to serve in said cause”.",1,Facts
103,"At the close of the State’s case, appellant asked for a delay so that the sheriff might locate an unnamed witness who worked at a garage in either Cisco or Eastland whom he contended could support his defense of alibi.",1,Facts
103,"At the outset, we observe that there were at least three material variances between the indictment and the purportedly forged instrument which was introduced in evidence.",1,Facts
103,"At the time of the introduction while the appellant was still standing within three or four feet and in a position where he could hear, John Farris, the deceased, spoke up and said to Griffin, “Tommy, watch that fellow over there (referring to the appellant).",1,Facts
103,"At the time of this trial, he was serving a term at the State Training School for having raped prosecutrix on the same night as is charged in the instant indictment.",1,Facts
103,"At this juncture, appellant sought to cross-examine counsel for the State on the grounds that the asking of the above question constituted an assertion of fact.",1,Facts
103,At this time the appellant and his sureties entered into a recognizance for his appearance before the District Court of Wilbarger County.,1,Facts
103,"At this time, appellants, bearing in mind the instructions of the court theretofore given them, requested permission of the court to ask the two reputation witnesses whether or not their testimony would have been different if they heard that at the time of the alleged offense she was not a virgin.",1,Facts
103,"At this time, Brundrett filed a motion for a severance.",1,Facts
103,"B. Luster and his co-indictees, Jimmie Earl Smith, Joe Louis Trussed and Olenn Glenn Ward, were jointly charged by indictment with the offense of felony theft.",1,Facts
103,Ballistics tests made showed that slugs taken from the body of the deceased had been fired by the pistol recovered from the appellant’s pickup.,1,Facts
103,"Bill 4 shows that after having testified on direct and on cross-examination that the premises searched, known as the Economy Cafe, were under the control of appellant on the day of the search, and having testified on cross-examination that he knew that to be true of his own knowledge, and after the witness had testified that he had never seen the persons above mentioned get paid, the witness was asked by appellant’s counsel, and answered:",1,Facts
103,Bill No. 2 recites that it was not made in reply to any argument or defense of the appellant.,1,Facts
103,Bill of Exception No. 1 shows that Witness Young was called by the appellant on the issue of his reputation for sobriety.,1,Facts
103,"Both cases were again set for trial on March 27, 1961.",1,Facts
103,Both cases were reset for trial on October 24.,1,Facts
103,Both cases were reversed for insufficient evidence.,1,Facts
103,"Both officers testified that after stopping appellant they observed two or three cans of beer on the seat beside him; that appellant had the odor of alcohol on his breath, his eyes were bloodshot, his walk unsteady, and each expressed the opinion that at such time appellant was intoxicated.",1,Facts
103,Both tracts of land were enclosed by a four barbed wire fence.,1,Facts
103,"Box, the owner of the store, and his wife, while testifying in the instant case, identified the appellant as the person who pointed the pistol toward Box as he and Blaylock took about $500 in money from Box’s billfold and the cash register.",1,Facts
103,But I also have another request that I wish you would grant.,1,Facts
103,"By motion to quash, which was by the court overruled, appellant challenged the sufficiency of the indictment to charge an offense.",1,Facts
103,By their verdict the jury found appellant guilty of the offense of embezzlement as charged in the eighth count.,1,Facts
103,"C. Evans, who went to the scene, investigated the accident and placed appellant under arrest, testified that in his opinion appellant was intoxicated.",1,Facts
103,"C. Rogers, an accident investigator for the Houston police department, testified that on the night in question he was called to the scene of the accident, which was in the 3400 block of",1,Facts
103,"C. Rust, was parked in front of his place of business in Harris County between 7 and 9:30 o’clock P.M. Mr. Rust discovered that it was missing and notified the police.",1,Facts
103,Cecil Ray testified that Mrs. Stockard and appellant appeared,1,Facts
103,Chapa did not have sufficient funds on hand at the time to pay appellant the full difference between the amount of the grocery bill and the face of the check but did pay him $20.00 and told him to come back later for his change.,1,Facts
103,"Chapa testified that on the following Sunday appellant did return, but when he was told that Chapa had determined the check was no good appellant fled with his (Chapa’s) son in pursuit.",1,Facts
103,"Chapter 6 Title 17 of the Penal Code includes Art. 1406 P.C. which provides in part that the definitions, rules and explanation of terms in the preceding chapter are applicable to such terms in Chapter 6.",1,Facts
103,"Chemist and toxocolo'gist McDonald testified that he was called into the investigation of this case and examined appellant’s clothes and person, that he found in the fly of his undershorts a pubic hair which was identical in all respects with a pubic hair which had been taken from the vaginal area of prosecutrix and was different from appellant’s pubic hair.",1,Facts
103,"Chemist Metz further testified that he ran a quantitative analysis on the needle and eyedropper which revealed that they contained .715 milligrams of morphine, a narcotic drug, and that a quantitative analysis run upon the pills and capsules revealed that some contained a derivative barbituric acid and some contained amphetamine.",1,Facts
103,Chemist Metz testified that the needle was used for subcutaneous injections and the eyedropper was also adapted for such use into a human being.,1,Facts
103,"Clifford Gee, the injured party, testified that he talked to appellant around February 6, 1960, about selling his crop of mohair and told appellant that he wanted $1.11% gross or $1.10 net, per pound, for the grown mohair.",1,Facts
103,"Coplin testified that he had the care, control, and management of the potatoes since his acceptance of them, and that he did not give anyone his consent to take the 22 sacks of potatoes.",1,Facts
103,Counsel was attempting to question the witness’s ability to remember the names of people against whom he had instituted prosecutions.,1,Facts
103,"Count #1 of the indictment under which appellant was convicted alleged that on or about the 6th day of February, 1961, he did unlawfully “by means of offering her money, attempt to procure, without her consent, Opal Wilhite, a female, for prostitution.”",1,Facts
103,County Attorney Lanier then advised Highway Patrolman Hind-man by telephone of such information.,1,Facts
103,"Dale Barnett testified that about April 21, his brother, Willie Barnett, told him that he put a calf in Troublefield’s barn.",1,Facts
103,"Daniel Chapa testified that when appellant fled from his father’s store he and some of his companions gave chase; that when they approached appellant he reached in his shirt, as if to get a weapon; that they became frightened, returned to the store, secured a rifle and resumed the pursuit, finally capturing appellant.",1,Facts
103,"Defendant argues that it is impossible to reconcile plaintiff's position with the language of §6500.19 which mentions ""claims against"" GMH.",1,Facts
103,"Defendant Guam Memorial Hospital, (GMH), filed its motion for summary judgment on May 26, 1978 asserting the applicability of the Government Claims Act (GC Sections 6500 et seq.) to suits against GMH.",1,Facts
103,"Defendant was indicted for Theft by Deception on July 28, 1979.",1,Facts
103,"Defendant was represented by Assistant Attorney General Roger Willmeth, the plaintiff was represented by Timothy Stewart.",1,Facts
103,Defendants are residents of the Territory of Guam and in personam jurisdiction is readily available.,1,Facts
103,Defendant's expressed purpose for vacating sentence was to allow him the opportunity to perfect an appeal of his conviction.,1,Facts
103,"Defendants were served with summons and complaint, Writ of Attachment and Notice of Levying on Real Property, on July 18, 1972.",1,Facts
103,"Deputy Sheriff Miller of Parker County testified that she had made an intensive investigation in the vicinity of Aledo and was unable to find any James Powell, Route 1, Box 406, as State’s Exhibit No. 1 was endorsed.",1,Facts
103,"Detective Gary Simpson, of the San Angelo Police Department, testified that on July 24, 1961, appellant made and signed a written statement, after proper warning, which was introduced in evidence by the State, wherein he admitted the alleged sexual acts.",1,Facts
103,Did you say anything to him when he was doing that down there between your legs * * *?,1,Facts
103,"Do you know what, if anything, happened to your billfold?",1,Facts
103,"Dr. Everrett L. Sutter, a Doctor of Philosophy and Psychology, testified that he had treated some 57 cases of sex deviation and had success in 55.",1,Facts
103,"Dr. W. W. Coulter, a pathologist in the Medical Examiner’s Office, testified that the cause of death of John Farris was a gunshot wound in the left chest.",1,Facts
103,"During the course of the examination of the two funeral home employees, they gave some testimony which was later by the court ascertained to have been hearsay.",1,Facts
103,"During the course of the trial, the State introduced evidence that Fields had, prior to the instant trial, been convicted for the same offense and was serving his sentence.",1,Facts
103,"During the night and following day, Sunday, he continued to call and talked to Mrs. Wilhite about her daughter, who was still missing.",1,Facts
103,"During the time of appellant’s negotiations with Gee, appellant was indebted to the company.",1,Facts
103,During this time appellant was released on bail.,1,Facts
103,"During this time, Brundrett threatened to kill Jobe if he reached for a gun.",1,Facts
103,E. Evans by the male organ of the defendant must be proved beyond a reasonable doubt.”,1,Facts
103,"E. Storey identified the pistol he waited, as he was asked to do, until police arrived, then was taken to the police station where he made a statement.",1,Facts
103,"E. Storey, brother of Ruth Storey’s deceased husband, recognized the pistol when the witness Honyea was offering to sell it at the Tiny To-Tem store run by Bob Cummings four days later.",1,Facts
103,Each of them positively identified appellant as one of the robbers and testified that they had picked the picture of appellant and his companion out of a group of pictures exhibited to them by the police shortly after the robbery.,1,Facts
103,"Each of these counts are against an individual defendant government employee and plead in excess of $100,000 damages.",1,Facts
103,"En route, appellant told him that he and the prosecutrix had been taking pills, showed him the box, and instructed him to stop the automobile so that he might hide them.",1,Facts
103,Entrapment is also defined as “the inducement of one to commit a crime not contemplated by him for the mere purpose of instituting criminal prosecution against him.”,1,Facts
103,"Even though the Attorney General strenuously objected to the lack of notice and opportunity given to prepare, the Superior Court continued with the motion to disqualify when only a motion to suppress was scheduled to be heard.",1,Facts
103,"Farris and Andrus, after helping Mrs. Jackson start her car, followed in their car down the road to a drive-in where both cars stopped.",1,Facts
103,"Five officers of the City of Houston Police Department went to the apartment of the appellant to execute a search warrant on October 3, 1960.",1,Facts
