document_id,text,label_id,label_text
706,"...' United States v. Petrillo, 332 U.S. 1, 7-8, 67 S. Ct. 1538, 1542, 91 L.Ed.",3,Rule/Law/Holding
804,"The Government Code of Guam, §§6500.00 et seq, provides for such waiver and §6500.05 of the Claims Act requires that all claims against the Government must be filed within six months from the date the claim arose.",3,Rule/Law/Holding
711,"while the Court in Miller did refer to ""specific prerequisites"" which ""will provide fair notice to a dealer in such materials,"" 413 U.S., at 27, 93 S. Ct. at 2616, the Court immediately thereafter quoted the language of the Court in Roth v. United States, 354 U.S., at 491-492, 77 S. Ct., at 1312-1313, concluding with these words:",3,Rule/Law/Holding
712,"""That there may be marginal cases in which it is difficult to determine the side of the line on which particular fact situation falls is no sufficient reason to hold the language to ambiguous to define a criminal offense..."" 413 U.S., at 28 n.",3,Rule/Law/Holding
718,(h) performs and obscene act or otherwise presents an obscene exhibition of his body in a public place.,3,Rule/Law/Holding
719,"In Hamling, the court stated that:",3,Rule/Law/Holding
720,"The definition of obscenity ... is not a question of fact, but one of law; the word is not merely a generic or descriptive term, but a legal term of art. (citations omitted) .",3,Rule/Law/Holding
721,The legal definition of obscenity does not change with each indictment; it is a term sufficiently definite in legal meaning to give a defendant notice of the charge against him.,3,Rule/Law/Holding
728,"The standard of any such local community may not be taken, in and of itself, to establish the territory-wide standard, thought it may be considered as some evidence of what the territory-wide standard is.",3,Rule/Law/Holding
729,"Any material or performance is obscene if considered as a whole, applying contemporary community standards:",3,Rule/Law/Holding
730,Its predominant appeal is to prurient interest;,3,Rule/Law/Holding
731,"It goes substantially beyond customary limits of candor in the description or representation of nudity, sex or excretion; and",3,Rule/Law/Holding
732,It is utterly without redeeming social importance.,3,Rule/Law/Holding
733,A quotation from Voltaire in the flyleaf of a book will not constitutionally redeem an otherwise obscene publication.,3,Rule/Law/Holding
752,"Section 231.3(a), (c), (1), (2), Juvenile Court Act. Public Law 13-133, Chapter III.",3,Rule/Law/Holding
760,"The Trial Court granted the motion to suppress on the grounds that (1) they made by the ""CRI"" was not a supervised buy about which Officer Klinge was competent to testify from firsthand knowledge and (2) there was not presented sufficient showing that the ""CRI"" was reliable.",3,Rule/Law/Holding
768,"When the affidavit is not based on direct personal observation of the affiant, the judge issuing the search warrant must be informed of some of the underlying circumstances from which the affiant concludes that the informant is credible or his information reliable.",3,Rule/Law/Holding
774,The Trial Court did not find (nor is there anything in the record to so indicate) that there is a false statement in the affidavit or testimony of Officer Klinge or that Klinge demonstrated reckless disregard for the truth which would require an evidentiary hearing.,3,Rule/Law/Holding
796,"On April 14, 1976, the Superior Court dismissed appellants' complaint for failure to comply with the Government of Guam Claims Act.",3,Rule/Law/Holding
802,The Organic Act of Guam empowers the local legislature to waive sovereign immunity in tort and contract actions against the Government to the extent which it deems desirable.,3,Rule/Law/Holding
561,"Here none of the conditions enumerated in Sections 40.65, 40.70 and 40.75 of the Guam Criminal Procedure Code were present; thus the better course would have been for the Government to prepare an Order to Show Cause with timely notice of hearing, so that a complete and effective record could be prepared.",4,Analysis
584,"The constitutional standards provided in Miller and its attendant cases are those which are applicable to the issues raised in this appeal, and it is on this basis that we proceed in our review of appellant's contentions.",4,Analysis
586,"Before proceeding to appellant's Miller-based contentions, we.",4,Analysis
587,"observe that the Court expressly provided that it did not adopt as a constitutional standard the ""utterly without redeeming social value"" test (cf. part (c) of the Miller test), incorporated in part three of the test articulated in Memoirs v. Massachusetts, 86 S. Ct. 975, 977 (1966), and provided in §28.45(a)(3) of the Guam Criminal and Correctional Code.",4,Analysis
589,Memoirs was not rejected because it was so vague as to deprive criminal defendants of adequate notice but because it represented a departure from prior definitions of obscenity,4,Analysis
594,"Because the tantamount language ""utterly without redeeming social importance"" is expressly a part of the Guam statute, the trial judge in the instant case was required, as was the trial judge in the instant case was required, as was the trial judge in Marks, to instruct the jury on this standard.",4,Analysis
595,"With receipt of the above instructions, the jury was sufficiently appraised of the more restrictive burden on the government than that required by Miller.",4,Analysis
617,It is notable that even appellant concedes that the Guam statute does forbid the presentation of an obscene performance (appellant's brief at p.5).,4,Analysis
620,Only if it was not does the issue of statutory construction as applied to appellant's conduct become viable for review.,4,Analysis
625,"In Re Giannini, 69 Cal. 2d 653, 72 Cal. Rptr.",4,Analysis
626,"655, 446 P.2d 535 (1968), cited by appellant in support of her argument, is inapposite to the current state of the law regarding ""contemporary community standards.""",4,Analysis
627,"Neither expert testimony on community standards, Hamling v. United States, supra at 2912-2914, nor instructions on precisely what ""community"" to consider, Jenkings v. Georgia, 418 U.S. 153, 157 (1974), are constitutionally required.",4,Analysis
628,Further the possibility that different juries might reach different conclusions as to the same material does not render a statute unconstitutional.,4,Analysis
639,"We emphasize that the performance must not only have social importance to be constitutionally protected, but that the social importance must be sufficient to redeem the obscene, or unprotected part of the performance.",4,Analysis
640,"Thus, even if appellant's performance opened with a Shakespearean recitation and climaxed with an aria from the ""Barber of Seville,"" a jury could nevertheless have found that, notwithstanding whatever social importance was gleaned from the entire performance, it was insufficient to redeem the obscene act or exhibition.",4,Analysis
646,"Based on the evidence before it, the jury could have inferred that the appellant's performance would have been obscene irrespective of its context, and returned a verdict of guilty based on that inference.",4,Analysis
647,"Because of this, we are not inclined to disturb the verdict as rendered.",4,Analysis
669,"When circumstances of production, sale, dissemination, distribution, or publicity indicate that material or a performance is being exploited by the defendant for the sake of its prurient appeal, evidence of such circumstances is admissible in a prosecution under this article upon the upon question whether the material or performance is utterly without redeeming social importance.",4,Analysis
703,"""Many decisions have recognized that these terms of obscenity statutes are not precise.",4,Analysis
704,"This Court, however, has consistently held that lack of precision is not itself offensive to the requirements of due process.",4,Analysis
705,...[T]he Constitution does not require impossible standards; all that is required it that the language conveys sufficiently definite warning as to the proscribed conduct when measured by common understanding and practices.,4,Analysis
707,"These words, applied according to the proper standard for judging obscenity ... give adequate warning to conduct proscribed and mark",4,Analysis
714,"The Miller cases, important as they were in enunciating a constitutional test for obscenity to which a majority of the Court subscribed for the first time in a numbers of years, were intended neither as legislative drafting handbooks or as manuals of jury instructions...",4,Analysis
723,the various component parts of the constitutional definition of obscenity need not be alleged ... in order to establish its sufficiency .,4,Analysis
751,The factual situation in this case is sufficient grounds for termination.,4,Analysis
791,"Affidavit for search warrants must be tested and interpreted by magistrates and courts in a common sense and realistic fashion, and technical requirements of elaborate specificity are no longer required.",4,Analysis
801,The trial judge's dismissal of the complaint was based on a sovereign immunity defense.,4,Analysis
805,There is no question that appellants' claims were not filed within this time period and that no information was supplied to the Attorney General as outlined in §6500.03 of the Act.,4,Analysis
807,"However, no cases have been offered to support this novel theory of constructive notice, and, as the authority cited by the appellee makes clear, the jurisdictional requirements of government claims statutes must be strictly followed.",4,Analysis
812,It is clear that sovereign immunity applies to specific performance actions against the Government; otherwise the government cannot operate effectively if its every act is subject to injunctive actions.,4,Analysis
556,"No indictment or information has been filed against the appellant, and there is nothing to show that any condition of release has been willfully violated by the defendant.",5,Conclusion
559,"Also, it seems that appellant's counsel was not given adequate notice and time to prepare for a hearing on the revocation of his client's bail.",5,Conclusion
578,"Upon review of appellant's contentions, we find no basis for reversal, and accordingly AFFIRM the judgment of the trial court.",5,Conclusion
596,"Accordingly, we find that appellant suffered no loss by use of the ""social importance"" standard in §§28.45(a)(3) and 28.45(c) of the Guam Criminal and Correctional Code.",5,Conclusion
601,"While there can be no question that Miller requires sexual conduct to be specifically defined by the applicable law, we believe that appellant misconceives the exactitude with which such specificity is to be defined.",5,Conclusion
606,"Our reading of §28.45 and §28.50 in the light of the Court's statements in Roth, 12 200-ft. Reels and Hamling leads us to conclude that, although the language of the Guam obscenity statue is at variance with the guidelines set out verbatim in Miller, the language is sufficiently specific under Miller as to be absent of any constitutional defect.",5,Conclusion
611,"It is evident that the Court felt existing state obscenity laws which were otherwise constitutionally valid would continue to be valid, either as written or construed, in the indeterminate future.",5,Conclusion
612,"We find that it would be inconsistent with notions of due process, and therefore inconceivable as in inference, to interpret the Court's meaning to be that an obscenity statute currently active in a State's law may or may not be constitutional, depending solely on whether it was enacted prior to or after the decision in Miller.",5,Conclusion
613,"While we acknowledge that the language of the Guam statute is in large part archaic, we do not find that it is on that basis alone unconstitutional.",5,Conclusion
616,"Nevertheless, a review and disposition of whether §28.45 and §28.50 are unconstitutional as applied to the specific conduct of appellant is appropriate here.",5,Conclusion
621,"We find that the language of the statute provided appellant with adequate notice of the illegality of her conduct, and that therefore it is not incumbent upon us to reach the propounded issue of whether the statute was unconstitutional as construed to apply to appellant’s conduct.",5,Conclusion
622,"The use of the terminology ""obscene act"" and ""obscene exhibition"" is therefore sufficiently definite in legal meaning as to have provided appellant with notice of the charge against her.",5,Conclusion
623,"Accordingly, we conclude that the language of §28.45 and §28.50, and particularly that language of §28.50(y), gave adequate notice to appellant that her conduct was within the prohibition of the statute.",5,Conclusion
648,The judgment of the Superior Court is AFFIRMED.,5,Conclusion
670,Neither the prosecution nor the defense shall be required to introduce expert witness testimony concerning the obscene character of the material,5,Conclusion
715,We do not hold .,5,Conclusion
716,that all States,5,Conclusion
725,"Your own personal, social or moral views on material such as that shown in the complaint may not be considered for purposes of determining the obscenity of the material here in question.",5,Conclusion
727,"In that regard, you may consider evidence concerning the standards of any local community in Guam for such bearing, if any, as you may determine it has upon the question of what the territory-wide standard is.",5,Conclusion
750,"In reviewing the Child Welfare Services Social Worker's reports, it is evident that termination is in the child's best interest.",5,Conclusion
753,"In view of the foregoing, the mother-child relationship is severed.",5,Conclusion
754,Petition to terminate is GRANTED.,5,Conclusion
757,We find that they were and we reverse the Order granting the motion to suppress.,5,Conclusion
773,"Be that as it may, this does not alter the original information presented to the issuing magistrate.",5,Conclusion
777,"If, after setting aside any material that is the subject of the charge of falsity or reckless disregard of the truth, there is sufficient content in the warrant affidavit to support a finding of probable cause, an evidentiary hearing is not even required.",5,Conclusion
783,"This condensed statement of the contents of the Affidavit is sufficient to point out that ""CRI"" had given information to the police concerning two buys before the one at Rico's house and furnished information which had never been found to be inaccurate.",5,Conclusion
789,"However, no showing of this kind was made in the trial court.",5,Conclusion
790,"The trial judge erroneously substituted his own view of the facts for that of the issuing officer after taking evidence which was not relative to the issue of the reliability of ""CRI"" as an informant.",5,Conclusion
793,"After reading the affidavit and the transcript of the testimony of Officer Klinge, we find that the information",5,Conclusion
794,The Order granting the motion to suppress the weapon is REVERSED.,5,Conclusion
797,We affirm.,5,Conclusion
800,"There is no question that all of the appellants had performed satisfactorily as teachers; however, their contracts were not renewed in a timely manner.",5,Conclusion
818,CONCURRENCE,5,Conclusion
819,"Having read the Opinion in this appeal, I hereby concur with the result reached by the Superior Court's dismissal of plaintiff's action for failure to comply with the Government of Guam Claims Act be affirmed.",5,Conclusion
557,"While the Superior Court might have had the power to automatically revoke the defendant's release on bail if the above conditions had been satisfied, the record makes it clear that the Superior Court based its revocation on the mere fact that a complaint had been filed.",5,Conclusion
641,"As stated in Kois v. Wisconsin, 92 S.Ct.",6,Others
642,"2245, 2246 (1972), and cited in Miller v. California, supra at 2615:",6,Others
644,"Glasser v. United States, 62 S.Ct.",6,Others
645,"456, 468 (1942).",6,Others
656,What did you observe Miss Daly do on the stage?,6,Others
657,"She was dancing nude, and she exposed herself.",6,Others
658,In what way?,6,Others
659,"Well, she was laying on the stage on her side, and she lifted one of her legs way up in the air, and with hands, she parted her labia, exposing the inner section.",6,Others
660,id she do anything else?,6,Others
661,She was gyrating her pelvis in and out.,6,Others
687,"Miller v. California, supra at 2615.",6,Others
708,"Miller v. California, supra at 2617, n.",6,Others
709,"Handing v. United States, supra at 2904.",6,Others
710,"at 2670, n.",6,Others
713,"10, 93 S. Ct. at 2617.",6,Others
717,"at 2615, n 6.",6,Others
724,"Hamling v. United States, supra at 2908.",6,Others
762,"McCray v. Illinois, 386 U.S. 300, 87 S.Ct.",6,Others
763,"1056, 18 L.Ed 2d 62. reh.",6,Others
765,"386 U.S. 1042, 87 S.Ct.",6,Others
769,"Aguilar v. Texas, 378 U.S. 108 , 84 S.Ct.",6,Others
770,"1509, 12 L.Ed.",6,Others
771,2nd 723.,6,Others
776,There is a presumption of validity with respect to the affidavit supporting the search warrant.,6,Others
778,"Franks v. Delaware, supra.",6,Others
780,"Franks v. Delaware, supra.",6,Others
792,"U.S. v. Ventresca, 380 U.S. 102, 85 S.Ct.",6,Others
799,on round-trip contracts.,6,Others
803,48 USC 1421(a).,6,Others
808,"See Veriddo v. Renard, 35 Cal.2d 263, 217 P.2d 647 (1950); Bleeck v.",6,Others
809,"State, 52 N.Y.S.2d 894 (1945); 45 Cal.Jur.2d, State of California, §163.",6,Others
810,"See also Busse v. U.S., 542 F.2d 421, 425",6,Others
813,See Larson v.,6,Others
814,"Domestic and Foreign Corporation, 337 U.S. 682, 69 S.Ct.",6,Others
815,"457, 93 L.Ed.",6,Others
816,1629 (1948).,6,Others
817,"Wright and Miller, Volume 14, §3655.",6,Others
591,at 994.,7,Invalid sentences
565,Footnote:,7,Invalid sentences
