id,text,label_id,label_text
15872,The facts and circumstances in evidence are sufficient to warrant the jury’s conclusion that the appellant possessed the barbituates as charged.,1,Facts
15873,Appellant complains of Officer Geffert’s testimony that while they were in the room where the barbituates were found appellant stated it was his room.,1,Facts
15874,Appellant objected to anything he said on the ground he was under arrest; and the record shows that he was under arrest at the time.,1,Facts
15875,Appellant’s statement that the room was his was admissible as res gestae because it was made during and coincident with the search of the house.,1,Facts
15878,The indictment alleged that appellant did with malice aforethought kill Kathryn Fay Wilkerson by beating and striking her with a bottle.,1,Facts
15879,The nude body of deceased was found lying on a bed in the room she occupied with appellant.,1,Facts
15880,"There were numerous lacerations and bruises about the body, including a bruise over the cheek bone and cuts in the scalp, the largest being on the left side going to the bone.",1,Facts
15881,"There was blood in the deceased’s hair and a pool of blood on the floor at the head of the bed, and glass from a broken half gallon bottle on the floor.",1,Facts
15882,Appellant told Officer Senkel that his wife had fallen off the bed and hit her head.,1,Facts
15883,After his arrest appellant made a statement to City Detective Dhority which was introduced in evidence.,1,Facts
15884,"Omitting the warning, which appears to conform to the requirements of Art. 727 C.C.P., the statement reads:",1,Facts
15885,"Dr. Ashworth, who did the autopsy, testified that there were some two dozen bruises and lacerations on different parts of the body, several of which were in the scalp, the longest a deep cut over the left side of the head, compatible with a blow to the",1,Facts
15886,"Dr. Ashworth testified that some of the bruises could be explained by the deceased having fallen on the floor, but others which produced serious internal injury would require a greater amount of force than would have been achieved by the body falling a relatively short distance, as from the height of a bed.",1,Facts
15887,"He expressed the opinion that the cause of death was primarily a blow to the head, and the injury to the liver could have been had it occurred first.",1,Facts
15888,Appellant testified as a witness in his own behalf at the trial.,1,Facts
15889,"His version of the death of his wife was that she had been drinking wine; that he got her to go to bed about 11:30, at which time she was very drunk.",1,Facts
15890,He left and was gone about an hour.,1,Facts
15891,Later she “said she was going to get something to drink from somebody and I asked her not to.,1,Facts
15892,"She said, ‘Well, I will show you/ so I kept begging her, not to get drunk again, because I didn’t want her to get drunk.",1,Facts
15893,"I just came in and I had been gone ten days, and she said, T will get something from somebody/ that is when I lost my temper and hit her on the side of the head with the wine bottle.",1,Facts
15894,What was she trying to do when you lost your temper?,1,Facts
15895,"She was trying to get by me, scuffling, trying to get by me to go get something to drink from some of the neighbors.”",1,Facts
15896,"Appellant further testified that after striking her with the bottle he took his wife to the bathroom and washed her hair out, that she showed no anger about his hitting her with the bottle.",1,Facts
15897,“She realized that I was only trying to do what was right for her and keep her from getting drunk again.,1,Facts
15898,She knew she had done wrong by getting drunk that morning and starting again.”,1,Facts
15899,"After washing the blood off he put her on the bed, took her clothes off, covered her with a blanket or quilt and “gave her a towel and asked her to lie there — so her head wouldn’t start bleeding again.”",1,Facts
15900,He left the room and resumed playing dominoes with a young boy on the porch.,1,Facts
15901,Later he heard a noise in the room and when he went in he found his wife on the floor.,1,Facts
15902,"He told her to get back in bed but she said the floor was cool and she was sick at the stomach, but would be all right shortly and would get up.",1,Facts
15903,"He checked on her later and found her half way under the bed, “I said, ‘Good God, get in bed and lie down,’ and she said, ‘No, I am still sick.’ I said, ‘All right, lie there if you want to lie in that dirt,’ and I went to the bathroom.",1,Facts
15972,The complaint and information were filed in June 1957.,1,Facts
15904,"I came back through and asked her again to get up and she said, ‘No, I am still sick.’ I asked her if she wanted anything, and she said, ‘No.’ I went out there and it started getting dark and we couldn’t see to play dominoes, so I come in the house and her feet was on the other side of the bed and she was about halfway under the bed and I pulled my shirt off and told her, I said, ‘Well, I might as well go to bed, you are no company to me today,’ I said, T might as well go to bed and forget about enjoying your company,’ and she didn’t say, she didn’t answer me, so I reached down in the ice box, got me a glass of water and ate a bite of celery and some beans and stood there nibbling on some cheese and shut the box and turned around to her and said, ‘Get up, now, let’s get in bed,’ and she didn’t answer, * * * .”",1,Facts
15905,"The charge of the court submitted murder with and without malice and aggravated assault, and the defense of accident, and instructed the jury to acquit unless they found beyond a reasonable doubt that appellant voluntarily and intentionally killed the deceased and that her death was caused by beating and striking with a bottle, as alleged in the indictment.",1,Facts
15906,We find the evidence sufficient to sustain the jury’s verdict finding appellant guilty of murder with malice and assessing his punishment at 99 years in the penitentiary.,1,Facts
15907,On cross-examination a photograph of the nude body of the deceased was exhibited to appellant and he was asked concerning various bruises shown by such photograph.,1,Facts
15908,He testified in part:,7,Invalid sentences
15909,In rebuttal the photograph and another similar one were identified by the officer who took them as a true representation of the scene; of the body lying on the bed and showing the bruises on the body as he viewed them through the naked eye.,1,Facts
15910,"The photographs were admitted over the objection “they don’t add anything to the testimony which has already been testified to, they show the bruises and marks, they are inflammatory * * ’.",1,Facts
15911,"There is no dispute as to whether they were there or not, he just testified he didn’t see them.”",1,Facts
15912,The rule relating to the introduction of photographs of the body of the deceased which may be inflammatory has been stated and applied in a number of rather recent decisions.,3,Rule/Law/Holding
15913,"R. 582, 223 S.W. 2d 625, we said: “We think the condition evidenced by the photographs was useful to the jury in not only determining an intent to kill, but also the malice, if any was shown; and photographs have always been held admissable provided they serve to illustrate any necessary point in the cause.”",3,Rule/Law/Holding
15914,"R. 12, 266 S.W. 2d 124, we said: “Regardless of the previous holding of this Court upon the question, it appears that the instant case is controlled by the case of Gibson v State, 153 Tex. Cr.",7,Invalid sentences
15915,"R. 582, 223 S.W. 2d 625, wherein it was held that pictures of the deceased were admissible upon the issue of malice and intent to kill.",3,Rule/Law/Holding
15916,Each of these matters was an issue in this case.,1,Facts
15917,We are unable to conclude that the pictures were not admissible as shedding light upon those issues.”,4,Analysis
15918,"State, supra, and said: “If photographs serve to illustrate a disputed issue, it is immaterial that they are also inflammatory”",4,Analysis
15919,Appellant cites a number of cases where pictures were found to be inflammatory and not admissible under the facts.,4,Analysis
15920,Among these cases are Wooley v.,7,Invalid sentences
15921,"State is not regarded as authority in this case, for",7,Invalid sentences
15922,"Judge Davidson wrote the opinion of the court reversing the Borroum case, actually upon the failure of the trial court to grant a special requested charge, and while Judge Morrison concurred in the reversal of that conviction, he did so because of the introduction into the evidence",7,Invalid sentences
15923,We find no error in the admission of the photographs and we find no error in the record which calls for reversal.,5,Conclusion
15925,I remain convinced of the soundness of the very recent holding in Borroum v.,7,Invalid sentences
15926,"State, supra, and respectfully dissent to the affirmance of this conviction because of the admission into evidence of photographs of the nude and bloody body of the deceased taken at the scene which shed no light upon any issue in the case.",6,Others
15927,Is that how she appeared there that day?,1,Facts
15928,"I don’t recall just exactly how she looked, to be exact.",1,Facts
15929,But you said you didn’t see those bruises that are there in that picture ?,1,Facts
15930,I saw the one on her shoulder and the one on her cheek.,1,Facts
15931,"You can’t display that to the jury; how about the bruises in that picture, do you remember seeing those bruises like that when you put her on the bed or when the police came?",1,Facts
15932,She wasn’t bruised like that.,1,Facts
15933,This is an appeal from an order entered in a habeas corpus proceeding remanding appellant to custody for extradition to the State of Louisiana.,1,Facts
15934,"At the hearing, the state introduced into evidence the executive warrant of the governor of this state and also the requisition of the governor of Louisiana.",1,Facts
15935,"The governor’s executive warrant recites that it has been made known to him by the governor of the State of Louisiana that appellant “having been tried, convicted and sentenced for the crime of criminal neglect of family, has violated his probation committed in said State and that said defendant has taken refuge in the State of Texas * * * .”",1,Facts
15936,Appellant also introduced into evidence certain duly authenticated papers accompanying the requisition.,1,Facts
15937,"From the papers it appears that appellant was convicted on September 1, 1959, in the State of Louisiana for the misdemeanor crime of criminal neglect of family and sentenced to serve one year in jail.",1,Facts
15938,The sentence was suspended by the court and appellant placed upon probation for a period of one year upon certain terms and conditions.,1,Facts
15973,"Trial was had and notice of appeal given on October 20, 1959.",1,Facts
15939,"On March 23, 1960, warrant was issued for appellant’s arrest, by the Judge of the Juvenile Court, R. Nolan Moosa, in and for St. Landry Parish, upon affidavit being made that appellant had violated the conditions of his probation.",1,Facts
15940,"On August 22, 1960, affidavit was made by the commissioner of public welfare of the State of Louisiana in lieu of warrant as prescribed by law, stating that appellant had violated the conditions of his probation and commanding that he be arrested and held as a fugitive from the state, pending extradition and return to the jurisdiction.",1,Facts
15941,"In the recent case of Ex parte Knoll, 339 S.W. 2d 678, citing Ex parte Higgins, 338 S.W. 2d 717, in upholding the action of the governor of this state ordering the return of a relator to the demanding state after revocation of his probation in that state this court said:",1,Facts
15942,The requisition of the governor of the State of Louisiana in the instant case is accompanied by a copy of the judgment rendered against appellant and reciting that appellant has violated his probation.,4,Analysis
15943,Such requisition is sufficient to authorize the issuance of the executive warrant by the governor of this state.,5,Conclusion
15945,"“ ‘Under the provisions of Section 3 o f Article 1008a, Vernon’s Ann.",7,Invalid sentences
15946,"C.C.P., the Governor of this State is authorized to recognize a requisition and issue his executive warrant of extradition when the demand is accompanied “by a copy of a judgment of conviction or of a sentence imposed in execution thereof, together with a statement by the Executive Authority of the demanding State that the person claimed has escaped from confinement or has broken the terms of his bail, probation or parole.”",7,Invalid sentences
15947,"The offense is driving while intoxicated; the punishment, 5 days in jail and a fine of $150.",2,Issue
15948,The evidence shows that an automobile traveling at a high rate of speed (one witness testified “doing a good 90 miles an hour”) struck the rear of a pickup truck which was pushing an automobile in an effort to get the motor started.,1,Facts
15949,There was but one occupant of the speeding car.,1,Facts
15950,Darden Sr. went to the scene after calling one Noguess.,1,Facts
15951,He testified that he saw appellant there.,1,Facts
15952,"“I started looking for the ones that were hurt for the ambulance to pick up and I run by the pickup and passed the car setting Mr. Widner’s drive, and I saw him coming back.”",1,Facts
15953,"Mr. Darden further testified that appellant said: “Them people ought not to have been in the highway stopped,” and he said “They wasn’t stopped, you was lowering the boom on them that appellant asked him to make a statement that the people were stopped.",1,Facts
15954,"“I asked him if he was driving the other automobile and he said ‘That’s right, and I went and made an apology for that wreck.’ ”",1,Facts
15955,The witness Darden also testified that the driver was the only person in the speeding car; that he could not “straight out come out and identify him as he went bythat appellant told him he was driving and he had some blood on his arm and forehead.,1,Facts
15956,"Charles Regusa, who owned the pickup truck and also owned and was driving the car being pushed, testified that while he was looking for his neighbor Morgan Ness, the driver of the truck, and was asking for him, the appellant “walked up to me and said, T was driving the car.’ and I said ‘Are you hurt?’ and he said, ‘No.’ ”",1,Facts
15957,"We overrule the contention that the evidence is insufficient to sustain a finding by the jury that the appellant drove an automobile on a public highway at the time in question, and point out that the appellant’s statement that he was the driver of the automobile involved in the collision was a res gestae statement as well as a statement in the nature of an oral confession.",5,Conclusion
15958,We also overrule the contention that the trial court erred in failing to charge on circumstantial evidence by reason of the proof that he was the driver.,5,Conclusion
15959,There was sufficient evidence also to sustain the jury’s finding that appellant was intoxicated.,4,Analysis
15960,Darden Sr. testified “I saw he was staggering — he was pretty tight.”,1,Facts
15961,Darden Jr. testified: “I could tell he was drunk — by the way he was staggering” but did not get close enough to smell his breath.,1,Facts
15962,"City Marshal Cox of Pinehurst, who investigated the accident, testified that he smelled intoxicants on appellant’s breath and observed him walk: “I didn’t know when I first saw him whether he might have been intoxicated or injured”; that he asked appellant if he was injured and he said he wasn’t; that he had observed people under the influence of intoxicating liquor on many occasions and from his observation of appellant on the occasion in question: “Well, I certainly thought he was intoxicated or I wouldn’t have charged him with D.W.I.”",1,Facts
15963,"It was brought out on cross-examination that Officer Cox offered to give appellant a urine test, but he refused it.",1,Facts
15964,"Sheriff Holts, who saw appellant after his arrest testified that he smelled “some kind of strong alcohol on his breath--I was talking to the man and I had to run out of the way to keep him from urping on me in the office”; that “he was to far gone, he was far from being on the border line.",1,Facts
15965,The man was drunk while he was in that office.”,1,Facts
15966,Appellant’s remaining contention is that there was no evidence that the offense charged was committed in Texas.,1,Facts
15967,"While the state was not mentioned, the evidence shows that the collision occurred on the outskirts of Orange on Highway 90, in Orange County, Highway 90 being “a public highway open to the public to travel to and from Beaumont.”",1,Facts
15968,No issue was raised in the trial court before verdict concerning proof of venue.,1,Facts
15969,"If, however, appellant is in position to complain that the venue was not proved because it was not shown that the place in question was in Texas, we find the evidence",1,Facts
15971,"The offense is driving while intoxicated; the punishment, 3 days in jail and a fine of $50.",1,Facts
15974,The transcript was filed in this court a year later.,1,Facts
15975,"A statement of facts approved by the trial judge was filed in the trial court on January 17, 1961, and in this court the next day.",1,Facts
15976,"4, V.A.C.C.P., provides that the defendant shall file the statement of facts in duplicate with the clerk of the trial court within 90 days after the date of giving notice of appeal.",6,Others
15977,"As amended in 1959, said section further provides that the judge trying the cause may extend such time “and the approval of the statement of facts",7,Invalid sentences
15978,There is nothing in this record to explain or excuse the delay in filing the statement of facts in the trial court or the forwarding of the transcript to this court.,1,Facts
15979,"The court’s approval of the statement of facts certified to by the court reporter on October 29, 1959, bears no date, hence is not within the statute mentioned relating to the approval of the statement of facts",7,Invalid sentences
15980,"The statement of facts, not having been filed within the time provided by the statute, may not be considered.",4,Analysis
15981,The proceedings appear to be otherwise regular and we find no error.,4,Analysis
15983,"This is an appeal from an order entered in the county court dismissing an appeal to that court from a conviction in the corporation court of the city of Henrietta, because of certain defects in the appeal bond.",1,Facts
15984,Such an appeal is authorized.,1,Facts
15986,"Murder is the offense; the punishment, ninety-nine years in the penitentiary.",2,Issue
15987,"The evidence is undisputed that on February 20,1960, in Harris County, the appellant shot and killed the deceased, Leona Pearl Sawyer, with whom he had been living for approximately three years.",1,Facts
15988,The only major conflict in the evidence concerns whether the killing was the result of an accident or whether it was a malicious murder.,2,Issue
15989,Witnesses appearing for the state testified to facts which would authorize the jury to determine that the killing was murder with malice aforethought.,2,Issue
15990,"Testifying in his own behalf, the appellant claimed the killing was accidental.",4,Analysis
15991,"Under a proper instruction from the court on murder with malice, murder without malice, and accident, the jury chose to accept the evidence as presented by the witnesses for the state, and rejected that of the appellant.",2,Issue
15992,"The evidence is amply sufficient to support the jury’s verdict, and no benefit would be derived from a summation of the evidence as given by each individual witness.",4,Analysis
15993,The record contains no formal bills of exception nor objections to the court’s charge.,1,Facts
15995,"The voluminous statement of facts, consisting of 531 pages, contains only one informal bill of exception.",1,Facts
15996,"After the mother of the deceased had testified on direct examination and cross-examination, she was again questioned by the attorney for the state, Mr. Ernst, on re-direct examination, as follows:",1,Facts
15997,"Following this occurrence the attorney for the appellant moved for a mistrial, which motion the court overruled.",1,Facts
15998,The appellant then reserved his exception.,1,Facts
15999,Complaint was made by the appellant to the evidence elicited by the question and answer for the reason that the evidence showed that he had shot the deceased on a previous occasion.,1,Facts
16000,The evidence would appear to be admissible.,1,Facts
16001,"As will be seen from the above, only a general objection was made.",1,Facts
16002,"Subsequent to this ruling by the court and after the introduction of further testimony, appellant’s counsel moved for a mistrial.",2,Issue
16003,"We think the evidence, which appellant deemed “highly prejudicial,” was made harmless to him (appellant) by the able trial judge’s instruction to the jury to disregard it and that any harm which might have resulted to the appellant was thereby cured.",4,Analysis
16004,85 as follows:,7,Invalid sentences
16005,"While the asking of the leading question might well be improper, the response given to the question asked was not hearsay.",4,Analysis
16006,"But appellant made no objection after the question was answered, and there is no showing as to why he chose to delay making his objection.",4,Analysis
16007,The contention made by appellant was properly determined by this court contrary to the appellant in the case of Bell v.,7,Invalid sentences
16009,I instruct the jury to disregard it.,6,Others
16010,"[The Court: “Disregard that testimony, gentlemen.",7,Invalid sentences
16011,"“ ‘There are numerous decisions holding that this court will judge of the action of the trial court in rejecting or admitting testimony from the standpoint of the objections made, and not from the standpoint of objections which might have been made but were not.’ ”",6,Others
16012,“The asking of the question was improper impeachment of the defense witness and the court properly sustained the objection and excluded the answer.,1,Facts
16013,"But appellant not having objected until the question was answered, his failure to declare a mistrial because of the question and answer will not authorize a reversal.",1,Facts
16014,One may not permit an objectionable question to be asked and speculate as to its answer before objection.,1,Facts
16015,"Statutory rape is the offense; the punishment, twenty-five years in the penitentiary.",1,Facts
16016,The undisputed testimony is as follows:,7,Invalid sentences
16017,"Appellant, who was the godfather of the complaining witness’ sister, went to the witness’ home after midnight on the occasion in question and asked to see a girl who was staying there.",1,Facts
16057,We find the evidence sufficient to support the jury’s verdict.,4,Analysis
16018,The complaining witness was thirteen years old at the time of the trial but only twelve years of age at the time of the commission of the offense.,1,Facts
16019,"She was told that her boy friend, Nick, was out in the car, too drunk to come in but that he was calling her.",1,Facts
16020,"Accompanying appellant out to the car, she found Nick was not among the other boys there.",1,Facts
16021,"Appellant told her to get in the car and they would take her to the place where he was supposed to be, drunk.",1,Facts
16022,"The prosecutrix got in the car and was driven to a vacant apartment on Applegrove, where Nick supposedly was.",1,Facts
16023,"The facts further reveal that in addition to the prosecutrix and the appellant, four other boys — Gerardo Ramirez Cantu, Daniel Ramerez, Florencio Garcia, and Johnny Hernandez — went inside.",1,Facts
16024,"The prosecutrix was told to go upstairs, which she did.",1,Facts
16025,"Not again seeing Nick, she started running downstairs but was pushed back.",1,Facts
16026,"She stated that the boys “grabbed” her; that “they were all around;” that Daniel Ramerez grabbed and pulled her to “the room,” and that the boys started tearing her slacks and panties.",1,Facts
16027,"These were the same boys, she stated, whom she had previously named as being with her on the steps and preventing her from going back downstairs, and that appellant was present.",1,Facts
16028,She later testified that she did not know which boys were there but that there were “around three boys there” holding her hands and legs.,1,Facts
16029,"The witness then testified that after she had been undressed from the waist down Ramerez first had intercourse with her and then the appellant had intercourse with her, as did, subsequently, the other boys.",1,Facts
16030,The record reveals that the appellant was present during the,1,Facts
16031,"By a formal bill of exception, appellant brings forward two contentions.",1,Facts
16032,"First, he complains of and submits as error the action of the trial court in failing to instruct the jury relative to the application of the suspended sentence law.",2,Issue
16033,"Appellant had duly filed his application for suspended sentence, with the affidavit in support thereof duly executed.",1,Facts
16034,"After the state had adduced all its testimony and had rested its case, the defendant then offered in evidence as his exhibit No. 1 the application for a suspended sentence, which he had filed with the papers of the case.",1,Facts
16035,"The application, with the affidavit, was admitted by the court “for whatever its worth.”",1,Facts
16036,Appellant then rested his case.,1,Facts
16037,"He cites numerous authorities, none of which are in point.",1,Facts
16038,Appellant contends that the offering in evidence of the application for the suspended sentence created a fact issue for the jury and that it made it incumbent upon the trial court to instruct upon and to present to the jury for its determination the issue of a suspended sentence.,2,Issue
16039,We do not agree with this contention.,5,Conclusion
16040,"For all practical purposes, the application for the suspended sentence, with the affidavit, was already in the evidence, without being admitted.",1,Facts
16041,"The suspended sentence statute, Art. 776, C.C.P., provides, in part, that in no case shall sentence be suspended except when the proof shall show that the defendant has never before been convicted of a felony in this state or in any other state.",3,Rule/Law/Holding
16042,This is an essential element in the suspended sentence statute.,6,Others
16043,The proof which appellant relies upon to comply with this provision of the statute is his application for suspended sentence already before the jury as a pleading.,1,Facts
16044,"In the application appellant “represents to the Court * * * that he has never before been convicted of-a felony during his life, neither in this state nor in any other,” followed by his",7,Invalid sentences
16045,We are cited to no authority holding that the defendant’s sworn application for suspended sentence constitutes proof requiring the submission of the issue to the jury.,1,Facts
16046,"652, 245 S.W. 2d 497, cited by appellant, the defendant testified at the trial that he had never been convicted of a felony, and was subject to cross-examination.",1,Facts
16047,"Here, appellant did not testify, but offered his own application for suspended sentence.",1,Facts
16048,He did not make himself available for cross-examination.,1,Facts
16082,Barnett was less specific in his testimony but did say that he observed appellant having intercourse from the rear with Pelton.,1,Facts
16049,"It has been the consistent holding of this court that a defendant can not take the witness stand for a limited purpose, and when he testifies he may be cross-examined on the whole case.",3,Rule/Law/Holding
16050,"R. 183, 177 S.W. 1161, the defendant pleaded guilty and took the witness stand to testify that he had never been convicted of a felony.",3,Rule/Law/Holding
16051,This court held that the state could cross-examine him as to the mode and manner of committing the offense.,3,Rule/Law/Holding
16052,"It would do violence to the intent of the legislature and to the holdings mentioned to hold that the pleading of the defendant would suffice as proof that he had never been convicted of a felony, thereby relieving him of the necessity of testifying as a witness or of offering the evidence of other witnesses who could be cross-examined.",3,Rule/Law/Holding
16053,"In the same bill of exception, appellant raised another proposition or contention, maintaining that the trial court materially erred in charging the jury upon the law of principals.",2,Issue
16054,He first says that there was no evidence to support the charge and that it was a comment upon the weight of the evidence.,4,Analysis
16055,He further contends that the issue of his guilt was submitted to the jury upon two separate factual theories; that the jury returned a general verdict of guilty; and that there was no way of ascertaining upon which one of the two theories the jury found him guilty.,2,Issue
16056,Appellant’s contentions are without merit.,4,Analysis
16058,"We further think that the evidence is abundantly sufficient to support either theory of the state as to appellant’s guilt, whether it be as a principal with his companions or as an individual offender.",4,Analysis
16059,"Appellant’s contentions are overruled, and the judgment is affirmed.",4,Analysis
16060,"Appellant was tried in the County Court of Cochran County, before a special judge and a jury, upon complaint and information alleging that he committed an aggravated assault upon Raymond Kuykendall, a special deputy sheriff who was in the discharge of his official duties.",1,Facts
16061,"Appellant sought to have the jury instructed to acquit if they found that Kuykendall was not a special deputy sheriff discharging his official duties, but the court submitted both aggravated assault and simple assault.",1,Facts
16062,"The judgment rendered and entered recites that the following verdict was returned and entered: “We, the jury, find the defendant Ed Workman guilty, and assess a fine of $25.00 and Court cost of $58.30.”",5,Conclusion
16063,"Following this verdict, the judgment from which this appeal is prosecuted recites:",7,Invalid sentences
16064,The judgment rendered in effect upheld appellant’s contention that he was entitled to acquittal if not found guilty of aggravated assault.,4,Analysis
16065,"In any event, the judgment appearing in the transcript is not a judgment of conviction from which an appeal may be taken to this court.",4,Analysis
16067,"“It is therefore considered, ordered, and adjudged by the court that the defendant, Ed Workman, be immediately discharged from all further liability upon the charge for which he has herein been tried and that he go hence without day.”",5,Conclusion
16068,"The conviction is for negligent homicide in the first degree; the punishment, nine months in jail.",2,Issue
16069,"The information alleged that the appelant, while lawfully",7,Invalid sentences
16070,"It is undisputed that the automobile appellant was driving east on the south side of an east-west expressway struck the south curb, then travelled to the left striking a traffic island six to eight inches high and from two and one-half to three feet wide, overturned and came to rest partly on the island and partly in the south lane of the two lanes on the north side; and that the automobile traveling west, in which the deceased was riding as a passenger, skidded thirty-nine feet before striking appellant’s automobile resulting in the deceased’s death.",1,Facts
16071,The proof fails to correspond with and support the material allegations in the information.,4,Analysis
16072,"All the evidence, both for the state and the appellant, shows that the appellant did not, as alleged, drive his automobile into and against Gary Wilks thereby inflicting serious bodily injury restulting in his death.",4,Analysis
16073,The failure of the proof introduced to support the material allegations in the information calls for a reversal.,4,Analysis
16076,The sole contention presented on appeal is that the court erred in failing to charge on the law of circumstantial evidence.,4,Analysis
16077,"For this reason, the facts will have to be stated more fully than we would normally do.",6,Others
16078,"Detective Privett of the Lubbock police testified that on the day in question he was concealed, along with the park’s policeman Barnett, in a tool shed which opened into a latrine located in one of the city parks; that both he and Barnett were observing the inside of the latrine through holes in the door; that appellant came in and waited around a while without availing himself of the facilities of the latrine until a man, whom he later determined to be named Pelton, entered and very shortly thereafter lowered his trousers, pulled up his shirt, and bent over holding on to his ankles, and since he was not wearing underclothes this left his entire rectal area exposed.",1,Facts
16079,"He stated that Pelton said to appellant, “Be sure and get it hard because it’s no good .",1,Facts
16080,unless it is hardthat appellant finally said “it was hard enough”; that both men were facing away from him at the time and he saw appellant’s hips move in and out but that Pelton remained still; and that appellant was immediately behind Pelton in a standing position “so close * * * that his stomach was up against the back of * * * Pelton.”,1,Facts
16081,"He testified that after they had observed this conduct for a short time he and Barnett burst out into the latrine, at which time he saw appellant’s sex organ in an upright position as he withdrew from “bodily contact” with Pelton, that Pelton’s rectum “was red and looked like it was turned wrong side out,” and likened it to the rectum of a horse immediately after discharging waste matter.",1,Facts
16083,"On cross-examination, he admitted that he did not see appellant's private penetrate Pelton’s rectum, because they both had their backs to him, but he did testify to bodily contact between the parties, and that appellant’s penis was “very muchly erected.”",1,Facts
16084,His version of their conversation was that Pelton told appellant he would have to watch out as he was unable to see out from his,7,Invalid sentences
16085,"Appellant, testifying in his own behalf, stated that while on his way from home to work he drove through the park and stopped at the latrine to relieve himself; that the man, who he had never seen before but whom he later learned to be Pelton, came in and made the proposal that he have intercourse with him in the rectum; that he declined, saying that his penis was not hard; that a short while thereafter Pelton inquired of it was hard yet and dropped his pants, at which time the officers arrived.",1,Facts
16086,He denied that he touched Pelton or that his penis had been erect.,1,Facts
16087,He offered his wife and another reputation witness.,1,Facts
16088,We have stated the facts more fully than usual in order to demonstrate that penetration was proven by direct evidence and that the requested charge was not required under the facts.,1,Facts
16090,"No reason exists why the rule should not apply to a sodomy case such as the one before us where the victim of the lust is a young boy, 13 years of age, when the acts are committed.",4,Analysis
16091,"R. 164r 261 S.W. 2d 836, relied upon by appellant is not here controlling because in that case the prior acts of sodomy were upon two boys who were not present when the offense of indecent exposure to another boy for which the accused was being tried was committed.",3,Rule/Law/Holding
16093,"Appellant next insists that the court’s charge was fundamentally erroneous because the abstract definition of the offense given by the court informed the jury that certain acts, not charged in the indictment, would constitute the offense.",1,Facts
16094,No objections were made by appellant to the charge nor were any requested charges presented to the court.,1,Facts
16095,The indictment charged that appellant committed oral sodomy upon the prosecuting witness.,1,Facts
16096,"While the court defined the offense under that portion of Art. 524, V.A.C.C.P., which provides that “Whoever has carnal copulation * * * in an opening of the body, except sexual parts, with another human being, * * * shall be guilty of sodomy * * the court did make a direct and pertinent application of the law to the case as alleged in the indictment and made by the facts.",3,Rule/Law/Holding
16097,"Under the court’s instruction, the jury was requested, before convicting the appellant, to find from the evidence beyond a reasonable doubt that he did have carnal copulation with the prosecuting witness by using his mouth on his sexual parts.",1,Facts
16098,Such instruction required a finding by the jury of the constituent elements of the offense of oral sodomy as charged in the indictment and the charge does not present fundamental error.,1,Facts
16099,We overrule appellant’s remaining contention that the evidence is insufficient to show that the offense was committed within the period of limitation.,1,Facts
16100,The limitation period for the offense of sodomy is three years.,1,Facts
16101,"The indictment was presented against the appellant on April 20, 1959.",1,Facts
16102,The testimony of the injured party that he first met the appellant “around,7,Invalid sentences
