label,text,label_id
75,"However, the state correctly contends that the court was not bound to set aside the conviction upon a showing after the trial and after probation had been granted and revoked, that appellant was of juvenile age and not 17, as he represented to the court at his trial.",1
75,The facts upon which the trial court revoked appellant’s probation are shown by his admission that the allegations of the motion to revoke were true.,1
75,"One of these allegations was that he was arrested on April 6, 1961, by the police and charged with breaking into a beer truck and stealing 12 cases of beer.",1
75,Whether this violation was committed before or after probation was granted is not shown.,1
75,It is only shown that he was arrested for such during the term of his probation.,1
75,The other allegation which appellant admitted was that he had paid no part of his court costs as instructed by the court.,1
75,The order revoking probation is reversed and remanded.,1
75,The 1958 Chevrolet automobile owned by Gordon L. Shirley was parked and locked by the owner at the Bruce Courts in Odessa.,1
75,About 2:10 A.M. appellant was seen by Officer Fillyaw about a block and a half from the Bruce Courts.,1
75,"He was with another man, and they were carrying some clothes.",1
75,"The investigation which followed the report of the breaking and entry of the automobile led the officers to the Colder Hotel in Odessa, where the room of appellant was pointed out.",1
75,"A warrant of arrest was issued, and officers again went to the hotel and waited until appellant returned.",1
75,He was arrested and consented to the search of his room.,1
75,The trench coat missing from the automobile was found in the closet of appellant’s room.,1
75,In a pocket of the coat was found the personal check book of Mr. Shirley.,1
75,"Police Captain James Johnson testified that he first saw appellant at the Colder Hotel between five and six o’clock in the afternoon, and talked with him, and that with his permission he entered appellant’s room, searched it and found the trench coat and check book which were introduced in evidence.",1
75,"On cross-examination, Captain Johnson testified that he went to the Colder Hotel about 2:00 P.M., talked to the manager and found out appellant lived there and returned to the station; that about 5:00 P.M., after detective Fred Johnson filed on appellant and a warrant of arrest was issued, he went back and parked across the street, where he waited for over an hour.",1
75,Captain Johnson denied that he went in appellant’s room the first time he went to the hotel.,1
75,"The trial court properly overruled appellant’s request that the evidence relating to the search be discarded because he was under arrest and, therefore, incapable of giving his permission for a search of his home.",1
75,"After the State rested, Captain Johnson was recalled by appellant’s counsel and testified that he did not learn that a top coat was in the closet by him or his companion going into appellant’s room during his absence.",1
75,"Appellant then called William B. Jackson, who assisted in the management of the Golder Hotel, who testified that he designated to the officers the room of appellant, and that Captain Johnson walked in and opened the closet door and looked in the closet and said, “There is a gabardine coat.”",1
75,"Following the testimony of Mr. Jackson, appellant’s counsel moved for an instructed verdict “based upon the evidence produced in court that an illegal search was made of the defendant’s room without his consent and prior to the issuance of a warrant for his arrest, and without a search warrant.”",1
75,The motion was overruled and exception was reserved.,1
75,The fruits of the search were admitted in evidence without any valid objection being leveled thereto.,1
75,"In developing his own defense, appellant called a witness who attempted to raise an issue as to the legality of the search.",1
75,"Only after this evidence was produced was appellant heard to complain and that by means of an instructed verdict, which was clearly improper.",1
75,"If Mr. Jackson’s testimony did raise an issue as to the legality of the search, the issue should have been submitted to the jury, as appellant requested.",1
75,"However, it does not appear that exception was reserved to the court’s failure to submit the issue.",1
75,"The trial court instructed the jury to disregard the statement, but overruled appellant’s motion that a mistrial be declared.",1
75,The failure of the trial court to declare a mistrial does not call for reversal.,1
75,Officer Bevel testified that he observed the appellant driving an automobile along a public highway in Hale County.,1
75,"After the appellant stopped the car, Officer Bevel asked him for his driver’s license and appellant said he had none.",1
75,"At this time, Officer Bevel saw several cases of beer in the car.",1
75,"Upon a search, fifteen cases of beer were found in the car.",1
75,"Testifying in his own behalf, the appellant admitted that he was driving the car, and that two of the cases of beer in the car belonged to him which he had purchased for his own consumption.",1
75,Massoletti’s case was not one involving a charge similar to the case at bar.,1
75,He further stated that the other cases belonged to his two companions and that the pistol found in the car belonged to one of them.,1
75,"The jury, under the charge, resolved the issue of whether the appellant had the beer for his own consumption against him.",1
75,No brief has been filed on behalf of the appellant.,1
75,"On the night of New Year’s Eve, December 31, 1960, appellant and a companion, George Sullivan, went to the liquor store shortly before 10 P.M., to purchase some liquor.",1
75,"While they were in the store, a shot was fired and the two ran outside and fled.",1
75,Appellant was carrying two bottles of whisky.,1
75,"After the shot was fired, the deceased staggered from the counter and fell mortally wounded with a gunshot in the neck.",1
75,"The deceased’s wife, who was present, upon hearing the shot observed a gun in the appellant’s hand and identified appellant the next day at a police lineup as the one who shot her husband.",1
75,"She stated that just before the shot was fired, Sullivan tried to pull her from the doorway where she was standing into the store.",1
75,"Appellant was arrested on the night of the killing, around 1:55 A.M., and on the afternoon of January 2, accompanied the officers to his home where they recovered a .38 caliber pistol from a trash can, which appellant admitted was the pistol with which he shot the deceased.",1
75,Ballistics tests showed that a bullet recovered from the body of the deceased had been fired from the appellant’s pistol.,1
75,"Later in the afternoon of January 2 appellant, after being duly warned, made and signed a written confession to Officer D.",1
75,"Testifying as a witness in his own behalf, appellant admitted going to the liquor store on the night in question, but denied that he went inside and shot the deceased.",1
75,Appellant stated in substance that it was Sullivan who entered the store and shot the deceased.,1
75,He also repudiated his two confessions and testified that the statement in the confessions that he killed the deceased was not true.,1
75,Appellant swore that the reason he made such statement to the officers was to take the “rap” because of Sullivan’s bad record.,1
75,He further testified that the reason he signed the statement of April 21 was because a lieutenant at the police station told him if he would sign the statement the court would be more lenient with him and he would not get the chair.,1
75,"Clark, who was present at the time it was made, denied making any such statement or promises to appellant.",1
75,"The record reflects that appellant first called Sullivan as a witness and the State objected, on the ground that: “He is under indictment in this case and is not a competent witness.”",1
75,The objection was sustained.,1
75,"Thereupon, the jury was retired and in their absence appellant offered in evidence a certified copy of an indictment which charged Sullivan as an accessory after the fact to the offense of murder for which appellant was on trial.",1
75,"Later in the trial, State’s counsel announced: “At this time we will withdraw our objection to Mr. Knight calling George Sullivan to testify,” to which appellant objected on the ground that the State was challenging him to call the witness which he was barred from calling and moved for a mistrial.",1
75,The court instructed the jury not to consider the remark of State’s counsel and denied the motion for mistrial.,1
75,The punishment was the same as imposed in this case.,1
75,"After appellant’s counsel in his jury argument had inferred that the maximum punishment which Sullivan could receive was two years, State’s counsel made the following objection: “We object to that.",1
75,Appellant objected to counsel’s remark and moved for a mistrial.,1
75,They were running up and down the hall and kicked on several of the doors.,1
75,The contention is overruled.,1
75,Appellant cites no authority in support of his contention.,1
75,The evidence shows that appellant shot the injured party who was her husband.,1
75,"The court in his charge submitted such defense, but refused appellant’s request that the jury be instructed that in determining the existence of real or apparent danger it was the duty of the jury to “consider the words, acts and conduct, if any, of the injured party, at the time of and prior to the time of the assault and consider whatever threats, if any, the injured party may have made to the defendant * *",1
75,"Appellant testified that the injured party had threatened to kill her and had, shortly before she went to the scene of the shooting with a pistol, put a gun in her stomach and told her not to be causing trouble or he would shoot her.",1
75,"When asked why she took the gun with her to the scene of the shooting, she testified: “Other than being afraid of him I don’t know.",1
75,"He had threatened you many times, had he not?",1
75,"And beaten you up many times, had he not?",1
75,"She testified that when she walked up he had a gun in his left hand pocket, and he reached in and pulled it out “and he says T think I told you back up the highway not to start causing me no damn trouble’ and that when he pulled the gun out, I pulled the one I had out.”",1
75,She testified that when she took the gun out of her purse she was afraid he was going to kill her; that a number of shots were fired and that she did not know who fired first.,1
75,"Nowhere in the court’s charge do we find any reference to threats, and the charge on the right to defend against apparent as well as real danger did not encompass the threats or the words, acts or conduct of the injured party.",1
75,"So it was — threats that made you decide that you were going to kill him, is that right?",1
75,"No, I never had in my mind to kill anybody at any time.",1
75,* * * I took the gun with me because I was scared of him.,1
75,Was he pointing it at you?,1
75,He did point it at me.,1
75,And he told me to get the hell away from there.,1
75,He said T told you out the highway you weren’t going to cause me no trouble.’ ”,1
75,"In the same suit he has on now, or approximately the same suit.”",1
75,"In the statement of facts, it was stipulated that appellant had the care, custody, management and control of four or five 4/5ths bottles of assorted alcoholic spirits and three cases of 12-ounce bottles of beer in a dry area.",1
75,The permit offered in evidence was not a defense to the charge of possessing intoxicating liquor in a dry area for the purpose of sale.,1
75,"Trial of this cause was had August 22, 1961.",1
75,"The officers proceeded to make a forced entry into the apartment, at which time appellant and his companions ran toward the rear of the house.",1
75,Engle and Linda ran into the bathroom and appellant was apprehended in the kitchen.,1
75,Appellant had some needle marks on the inside of his left elbow.,1
75,"As the officers entered the bathroom, Engle was pushing the syringe in the commode and flushing the commode.",1
75,A piece of bloody rag was recovered from the commode.,1
75,"In the search of the apartment, the officers found a rubber bulb and eye dropper in a lady’s overnight case in the kitchen.",1
75,Inside the bulb and eye dropper was a brownish fluid.,1
75,A bottle containing a brownish liquid was found in a kitchen cabinet.,1
75,A plastic container and two hypodermic needles were also found on top of the kitchen cabinet.,1
75,"A chemical analysis run upon the contents of the rubber bulb and the bottle revealed that the bulb contained thirty milligrams of morphine and the bottle contained twelve milligrams of morphine, a narcotic drug.",1
75,The court submitted the issue of appellant’s guilt to the jury upon a charge on the law of principals.,1
75,"Appellant requested a charge on circumstantial evidence which was by the court refused, with exception noted by appellant.",1
75,"Objection was made to the charge on the ground that such instruction was not given, which objection was by the court overruled, with exception noted by appellant.",1
75,There is an entire absence of any direct evidence that he did possess it.,1
75,"The record shows that, in proving the enhancement allegations of the indictment, the state was permitted by the court to introduce in evidence before the jury the indictment in the second prior alleged conviction, which contained an enhancement allegation of another prior conviction.",1
75,“But a charge upon circumstantial evidence is required only where the evidence of the main facts essential to guilt is purely and entirely circumstantial.,1
75,"The question was restated, as follows:",1
75,Relator sought and obtained the issuance of writ of habeas corpus from this Court following his arrest upon capias pro fine issued to enforce the judgment of the County Court.,1
75,"If there is a valid law under which a complaint could have been drawn for the act charged, any irregularity or defect of commission or omission which would render the pleading voidable and not void would not entitle the defendant to relief by habeas corpus.",1
75,"The above testimony was that of Mrs. Rowell, the manager of the hotel.",1
75,"Trial was at the July-October, 1961, term of the court upon appellant’s plea of guilty to the indictment and waiver of a trial by jury.",1
75,On such date imposition of sentence was suspended by the court and appellant was placed upon probation upon certain terms and conditions.,1
75,"The state, with the agreement of appellant, introduced in evidence certain testimony given by a witness, C.",1
75,"J. Auten, before the grand jury of Jefferson County and in an injunction proceeding against appellant and also the testimony of one Walter Sekaly which was given at the injunction hearing.",1
75,"The testimony of the witness Auten reflects that he was an employee of the Department of Public Safety in the Intelligence Section and that during the months of October, November and December, 1960, while working undercover in Beaumont, he made various bets on horse races and football games at the Texas Club.",1
75,At such time a man was present who had been identified to him as William Sekaly.,1
75,"The witness Walter Sekaly, in his testimony given at the injunction hearing, testified that on numerous occasions, prior to December 3, 1960, he had seen William Sekaly accept bets on horse races and football games at the Texas Club in Beaumont.",1
75,The record contains no formal or informal bills of exception and no brief had been filed on behalf of appellant.,1
75,The evidence is sufficient to sustain the conviction and no reversible error is shown.,1
75,"The State’s evidence is undisputed that appellant came into the drive-in grocery store where Ellis Dodson, the complaining witness, was working, on September 4, 1960; that the store belonged to Dodson’s son; that appellant ordered a cold drink; that at this time there were other persons in the store and the other persons left and appellant said, ""Give me another of the same”; that Dodson went to the icebox or refrigerator to get the cold drink and when he turned around he saw appellant standing by him pointing a gun at him; that while pointing the gun at him appellant told Dodson to give him his purse; that at this time appellant’s gun was pointed at Dodson’s body; that Dodson was in fear of losing his life or of suffering serious injury at the hand of the appellant; that Dodson gave appellant his personal money, about $146.00, out of his purse and appellant put the money in his pocket; that appellant said, “Let’s go to the cash register”; that when Dodson got to the cash register appellant said, “Open it up”; that appellant said, “Give me the money,”",1
75,Dodson further testified that before being shot he had done everything that appellant had ordered and directed; that Dodson had not made any move whatsoever to resist appellant; that during the scuffle Dodson bit appellant on the side of the neck and brought blood; that several people came up after appellant had run off; that an ambulance took Dodson to Baylor Hospital where he stayed a total of 42 days; that Dodson is still under a doctor’s care; that Dodson saw appellant two and one-half months later at a line-up at City Hall.,1
