document_id,text,label_id,label_text
1952,"Thus all of the above counts are specifically authorized by Government Code §6500.20 as more than $100,000 is claimed, and these counts are within the jurisdiction of the Court.",4,Analysis
1989,"By this standard the plaintiffs claim, though broad, is sufficient.",4,Analysis
2017,"While it is true that the question of a mortgage was never discussed by the parties in open court, it seems very unlikely that any party would contemplate transferring over an interest in realty without an adequate security interest.",4,Analysis
2018,"In the normal course of business dealings, a mortgage or some similar security interest would be expected, and it is the opinion of this Court that granting a mortgage in favor of the defendants would do less violence to the intention of the parties, while at the same time protecting defendant's equitable interests in the property which it was conveying.",4,Analysis
2020,"However, here it seems clear that the trial court chose to ignore certain representations made in open court as to the terms of immediate payment upon the sale of the property in question.",4,Analysis
2021,"Also, the normal presumption that a seller of realty will require a mortgage or security agreement, made it necessary for the trial court to include such a mortgage requirement in its order to compel settlement.",4,Analysis
1848,"In the absence of an irreconcilable conflict, or where two provisions of legislation are so clearly repugnant as to vital matters which they relate, courts should construe all acts harmoniously where such construction is reasonably possible.",4,Analysis
1786,The Court finds §17402 of the Government Code of Guam to be an unconstitutional infringement upon a citizen's First Amendment right to freedom of speech.,5,Conclusion
1805,"The Government of Guam must use the least restrictive means that would accomplish the legislative purpose of Bill 754 (15th Guam Legislature, 1979 First Regular Session).",5,Conclusion
1830,"That all permitted signs are illegal per se if not in English or Chamorro or without a translation into either, is contradictory to the most basic right of a democratic society - the First Amendment right to freedom of speech.",5,Conclusion
1831,This case is hereby dismissed.,5,Conclusion
1837,The Court ruled to reserve decision on the motion to quash.,5,Conclusion
1851,"While there appears to be a conflict in consistency between the Claims Act and the Civil Procedure Code regarding jury trial, it does not appear so repugnant an inconsistency that the two provisions cannot stand together.",5,Conclusion
1854,The motion is GRANTED.,5,Conclusion
1867,"For the above-stated reasons, the COURT DENIES the motion.",5,Conclusion
1902,"For the foregoing reasons, on reconsideration, defendant's motion for summary judgment is DENIED.",5,Conclusion
1926,"With the vacating of the November 26, 1979 Decision and Order, the appointment of a ""Special Prosecutor"" by the Superior Court is declared a nullity.",5,Conclusion
1927,Vacated and remanded.,5,Conclusion
1935,"As a conclusion of law from the foregoing facts, the Court finds that this prejudgment attachment procedure violates the fundamental principles of due process.",5,Conclusion
1936,"Accordingly, it is hereby ORDERED, ADJUDGED AND DECREED that the Writ of Attachment and the Notice of Levying on Real Property be and same are hereby vacated, set aside and dissolved.",5,Conclusion
1937,It is further ORDERED that plaintiff pay to defendants their costs.,5,Conclusion
1953,The motion to dismiss as to these counts is therefore DENIED.,5,Conclusion
1968,"This is a very strange result, and there is no indication that this was the intent of the legislature.",5,Conclusion
1973,The motion to dismiss causes of action four and five is DENIED.,5,Conclusion
1990,The motion for summary judgment is DENIED.,5,Conclusion
2006,That the petition is denied and Frankie Villagomez will remain in the jurisdiction of the Juvenile Court for proper proceedings therein.,5,Conclusion
2022,"Based on the analysis above, the January 8, 1979 Order of the Superior Court compelling settlement in the above-captioned case is vacated, with directions to the Court to file a new order consistent with this Opinion.",5,Conclusion
2029,"The promissory note in favor of Guam United Trading and Financing Company [the appellant] in the amount of $20,000 with terms to be decided upon between counsel for the parties as we get into the process of drafting that, payable in ten (10) years or at the sale of the property in question, whichever comes first.",5,Conclusion
2030,"Second, the Plaintiffs will execute a promissory note in the name of Defendant Hechanova for $10,000 on the same terms, payable in ten (10) years or if the property was sold, whichever comes first.",5,Conclusion
1790,(emphasis ours.),6,Others
1813,"Continuing, the Government asserts:",6,Others
1892,"1A Sutherland on Statutory Construction, §23.31 (3rd Ed.).",6,Others
2005,"IT IS ORDERED, ADJUDGED AND DECREED:",6,Others
2023,Footnote:,6,Others
1951,842-78.),7,Invalid sentences
1777,DECISION AND ORDER,7,Invalid sentences
1913,No. 90F-79).,7,Invalid sentences
1782,"U.S. v. Karnes, 437 F.2d 284, 287 (9th Cir.",7,Invalid sentences
1783,1971); cert.,7,Invalid sentences
1784,"denied, 402 U.S. 1008, 91 S.Ct.",7,Invalid sentences
1785,2189 (U.S. 1971).,7,Invalid sentences
1793,Coates v.,7,Invalid sentences
1794,"City of Cincinnati, 402 U.S. 611, 619, 91 S.Ct.",7,Invalid sentences
1795,1686 (U.S. 1971).,7,Invalid sentences
1798,The significance of this fact is that the extent of permissible regulation greatly,7,Invalid sentences
1799,"""(I)n the First Amendment area 'government may regulate.",7,Invalid sentences
1800,"only with narrow specificity.""",7,Invalid sentences
1801,"Hynes v. Mayor and Council of Borough of Oradell, 425 U.S. 610, 620,96 S.Ct.",7,Invalid sentences
1802,"1755 (U.S. 1976), quoting N.A.A.C.P.",7,Invalid sentences
1803,"v. Button, 371 U.S. 415, 433, 83 S.Ct.",7,Invalid sentences
1804,328 (U.S. 1963).,7,Invalid sentences
1808,"Kusper v. Pontikes, 414 U.S. 51, 58-59, 94 S.Ct.",7,Invalid sentences
1809,303 (U.S. 1973).,7,Invalid sentences
1821,"Dombrowski v. Pfister, 380 U.S. 479 , 494 , 85 S.Ct.",7,Invalid sentences
1822,1116 (U.S. 1965).,7,Invalid sentences
1950,"Government of Guam, Superior Court civil Case No.",7,Invalid sentences
1826,"U.S. v. Angcog, 190 F.Supp.",7,Invalid sentences
1827,"696, 700 (D.C. 1961).",7,Invalid sentences
1842,"People v. Fitzgerald, 14 Cal.App 2d 180 (1936) cert.",7,Invalid sentences
1843,den.,7,Invalid sentences
1844,"299 U.S. 593, 57 S.Ct.",7,Invalid sentences
1845,"Sutherland Statutory Construction, Vol.",7,Invalid sentences
1846,1A Section 23.09.,7,Invalid sentences
1849,"Sutherland Statutory Construction, Vol.",7,Invalid sentences
1850,1A Section 23.10.,7,Invalid sentences
1853,The Government consents to be sued only as provided in the Act. It can not be easily construed in the absence of express language that the adoption of §680.1 of the Code of Civil Procedure necessarily implied a repeal of §6500.15 of the Government Code.,7,Invalid sentences
1863,"See In Re Morrow, (CATex.",7,Invalid sentences
1864,1974) 502 F.2d 520.,7,Invalid sentences
1868,IT IS SO ORDERED.,7,Invalid sentences
1878,§6500.19.,7,Invalid sentences
1879,Payment.,7,Invalid sentences
1883,(Emphasis added).,7,Invalid sentences
1884,It should be noted that §6500.13 was repealed and reenacted by §8 of P.L.,7,Invalid sentences
1885,13-116.,7,Invalid sentences
1887,Section 6 of P.L.,7,Invalid sentences
1888,14-29 repealed §9 of P.L.,7,Invalid sentences
1889,13-116 after the expiration date.,7,Invalid sentences
1890,"For this reason, plaintiffs maintain that §6500.13 is of no force and effect.",7,Invalid sentences
1903,SO ORDERED.,7,Invalid sentences
1905,"""§6500.13.",7,Invalid sentences
1906,Limitation on Tort Liability,7,Invalid sentences
1912,"On November 26, 1979, a Motion to Suppress was scheduled in the Superior Court in People of the Territory of Guam v. Larry J. Flores, (S.Ct.",7,Invalid sentences
1923,"If adequate notice was given to counsel for the Government, perhaps the Superior Court would have been supplied with the",7,Invalid sentences
1949,"Section 6500.13 limits the Government's liability to $100,000.00 (See Decision and Order of February 11, 1980, Paulin v.",7,Invalid sentences
1961,What plaintiff has done is,7,Invalid sentences
1971,It is the decision of this Court that any bar to a plaintiff's action against an individual tort-feasor under the Government Claims Act (Government Code §6500 et.,7,Invalid sentences
1972,"seq.) is limited to actions which may be brought under the Claims Act, and thus does not affect an allegation of an intentional tort.",7,Invalid sentences
1978,This claim,7,Invalid sentences
1979,Defendant relies on Kauss v.,7,Invalid sentences
1980,"Government of Guam, Superior Court Case No. 680-77.",7,Invalid sentences
1995,"Although the defendant was not technically under arrest and was not interrogated at police headquarters, he was taken .into effective custody so that ""the behavior of .",7,Invalid sentences
1997,"Rogers v. Richmond, 365 U.S. 534, 544 (1961), cited with approval in Beckwith v. U.S., 425 U.S. 341, 96 S.Ct.",7,Invalid sentences
1998,"612, 48 L.Ed.2d 1.",7,Invalid sentences
2000,"(Transcript at pages, 2, 4, 11 and 13).",7,Invalid sentences
2002,"(Transcript, page 16).",7,Invalid sentences
2013,In addition to the weight to be given to this statutory alteration of the,7,Invalid sentences
2032,"(Transcript, Exhibit 1 to Plaintiffs' Motion to compel.",7,Invalid sentences
2033,Emphasis Supplied.),7,Invalid sentences
